Folio,Recipe,F1,Overlap,Folio_N,Recipe_N,Overlap_Ingredients
f101r,Tiryaq al-Arba (Theriac de 4 ingredientes - Avicena),23.5,2,12,5,Mel despumatum|Myrrha
f101r,Jawaarish Jalinusi (Digestivo de Galeno - Avicena),50.0,6,12,12,Casia|Cinnamomum|Crocus|Mel despumatum|Piper longum|Piper nigrum
f101r,Unguentum Abulcasis (de vulneribus),10.0,1,12,8,Myrrha
f101r,Theriac Abulcasis (contra venenos),53.8,7,12,14,Cinnamomum|Crocus|Galbanum|Mel despumatum|Myrrha|Piper longum|Piper nigrum
f101r,Antidotum Hadriani,50.0,6,12,12,Casia|Cinnamomum|Crocus|Mel despumatum|Myrrha|Piper longum
f101r,Electuarium Ducis,26.1,3,12,11,Cinnamomum|Mel despumatum|Piper longum
f101r,Benedicta Laxativa,16.7,2,12,12,Cinnamomum|Crocus
f101r,Diatragacanthi,11.1,1,12,6,Cinnamomum
f101r,Dianucum (Electuario de Nueces),28.6,3,12,9,Cinnamomum|Mel despumatum|Piper nigrum
f101r,Electuarium Diaspermaton,36.4,4,12,10,Amomum|Cinnamomum|Mel despumatum|Piper longum
f101r,Philonium Romanum,52.2,6,12,11,Cinnamomum|Crocus|Mel despumatum|Myrrha|Piper longum|Piper nigrum
f101r,Theriac Diatessaron Magna,30.0,3,12,8,Cinnamomum|Mel despumatum|Myrrha
f101v,Theriac Magna (Triaca de Andromachus),29.3,6,7,34,Cinnamomum|Crocus|Galbanum|Mel despumatum|Myrrha|Piper nigrum
f101v,Mithridatium,32.4,6,7,30,Cardamomum|Cinnamomum|Crocus|Mel despumatum|Myrrha|Piper nigrum
f101v,Diascordium,30.0,3,7,13,Cinnamomum|Galbanum|Mel despumatum
f101v,Pillulae Cochiae,0.0,0,7,6,
f101v,Pillulae Aureae,28.6,2,7,7,Cinnamomum|Crocus
f101v,Unguentum Apostolorum,21.1,2,7,12,Galbanum|Myrrha
f101v,Electuarium de Succo Rosarum,13.3,1,7,8,Cinnamomum
f101v,Aurea Alexandrina,34.5,5,7,22,Cinnamomum|Crocus|Mel despumatum|Myrrha|Piper nigrum
f101v,Confectio Hamech,18.2,2,7,15,Cinnamomum|Mel despumatum
f101v,Hiera Picra (Hiera de Galeno),35.3,3,7,10,Cinnamomum|Crocus|Mel despumatum
f101v,Trifera Magna,34.3,6,7,28,Cardamomum|Cinnamomum|Crocus|Mel despumatum|Myrrha|Piper nigrum
f101v,Diamargariton (Electuario de Perlas),26.1,3,7,16,Cardamomum|Cinnamomum|Crocus
f101v,Diaciminum (Electuario de Comino),33.3,3,7,11,Cinnamomum|Mel despumatum|Piper nigrum
f101v,Unguentum Basilicon,14.3,1,7,7,Galbanum
f101v,Unguentum Populeon,0.0,0,7,12,
f101v,Pillulae de Hiera cum Agarico,25.0,2,7,9,Cinnamomum|Crocus
f101v,Pillulae Fetidae (Pildoras Fetidas),26.7,2,7,8,Galbanum|Myrrha
f101v,Requies Magna (Requies Nicolai),16.7,2,7,17,Cinnamomum|Crocus
f101v,Diacodion (Jarabe de Adormidera),15.4,1,7,6,Cinnamomum
f101v,Dialtea (Ungueento de Altea),0.0,0,7,10,
f101v,Philonium Persicum,48.0,6,7,18,Cardamomum|Cinnamomum|Crocus|Mel despumatum|Myrrha|Piper nigrum
f101v,Oximel Compositum,11.8,1,7,10,Mel despumatum
f101v,Theriac Diatessaron,33.3,2,7,5,Mel despumatum|Myrrha
f101v,Theodoricon Euporistum,50.0,6,7,17,Cardamomum|Cinnamomum|Crocus|Mel despumatum|Myrrha|Piper nigrum
f101v,Diasatyrion,38.1,4,7,14,Cardamomum|Cinnamomum|Crocus|Mel despumatum
f101v,Diarodon Abbatis,26.1,3,7,16,Cardamomum|Cinnamomum|Crocus
f101v,Rosata Novella,28.6,2,7,7,Cinnamomum|Crocus
f101v,Letitia Galeni,28.6,3,7,14,Cardamomum|Cinnamomum|Crocus
f101v,Trifera Saracenica,57.1,6,7,14,Cardamomum|Cinnamomum|Crocus|Mel despumatum|Myrrha|Piper nigrum
f101v,Paulinum,50.0,5,7,13,Cinnamomum|Crocus|Mel despumatum|Myrrha|Piper nigrum
f101v,Electuarium Justinum,57.1,6,7,14,Cardamomum|Cinnamomum|Crocus|Mel despumatum|Myrrha|Piper nigrum
f101v,Electuarium de Baccis Lauri,33.3,3,7,11,Cinnamomum|Mel despumatum|Myrrha
f101v,Syrupus de Fumaria,12.5,1,7,9,Cinnamomum
f101v,Confectio Anacardia,47.1,4,7,10,Cinnamomum|Crocus|Mel despumatum|Piper nigrum
f101v,Electuarium Diacostum,33.3,3,7,11,Cardamomum|Cinnamomum|Mel despumatum
f101v,Unguentum Marciaton,0.0,0,7,10,
f101v,Suffuf al-Tib (Polvo aromatico de Avicena),37.5,3,7,9,Cardamomum|Cinnamomum|Crocus
f101v,Itrifal Ustukhudus (Electuario de Espliego),31.6,3,7,12,Cinnamomum|Crocus|Mel despumatum
f101v,Tiryaq al-Arba (Theriac de 4 ingredientes - Avicena),33.3,2,7,5,Mel despumatum|Myrrha
f101v,Jawaarish Jalinusi (Digestivo de Galeno - Avicena),52.6,5,7,12,Cardamomum|Cinnamomum|Crocus|Mel despumatum|Piper nigrum
f101v,Unguentum Abulcasis (de vulneribus),13.3,1,7,8,Myrrha
f101v,Theriac Abulcasis (contra venenos),57.1,6,7,14,Cinnamomum|Crocus|Galbanum|Mel despumatum|Myrrha|Piper nigrum
f101v,Antidotum Hadriani,42.1,4,7,12,Cinnamomum|Crocus|Mel despumatum|Myrrha
f101v,Electuarium Ducis,22.2,2,7,11,Cinnamomum|Mel despumatum
f101v,Benedicta Laxativa,21.1,2,7,12,Cinnamomum|Crocus
f101v,Diatragacanthi,15.4,1,7,6,Cinnamomum
f101v,Dianucum (Electuario de Nueces),37.5,3,7,9,Cinnamomum|Mel despumatum|Piper nigrum
f101v,Electuarium Diaspermaton,23.5,2,7,10,Cinnamomum|Mel despumatum
f101v,Philonium Romanum,55.6,5,7,11,Cinnamomum|Crocus|Mel despumatum|Myrrha|Piper nigrum
f101v,Theriac Diatessaron Magna,40.0,3,7,8,Cinnamomum|Mel despumatum|Myrrha
f102r,Theriac Magna (Triaca de Andromachus),28.6,6,8,34,Casia|Crocus|Mel despumatum|Myrrha|Opopanax|Piper nigrum
f102r,Mithridatium,36.8,7,8,30,Cardamomum|Casia|Crocus|Mel despumatum|Myrrha|Opopanax|Piper nigrum
f102r,Diascordium,9.5,1,8,13,Mel despumatum
f102r,Pillulae Cochiae,14.3,1,8,6,Bdellium
f102r,Pillulae Aureae,13.3,1,8,7,Crocus
f102r,Unguentum Apostolorum,30.0,3,8,12,Bdellium|Myrrha|Opopanax
f102r,Electuarium de Succo Rosarum,0.0,0,8,8,
f102r,Aurea Alexandrina,33.3,5,8,22,Casia|Crocus|Mel despumatum|Myrrha|Piper nigrum
f102r,Confectio Hamech,8.7,1,8,15,Mel despumatum
f102r,Hiera Picra (Hiera de Galeno),33.3,3,8,10,Casia|Crocus|Mel despumatum
f102r,Trifera Magna,44.4,8,8,28,Bdellium|Cardamomum|Casia|Crocus|Mel despumatum|Myrrha|Opopanax|Piper nigrum
f102r,Diamargariton (Electuario de Perlas),25.0,3,8,16,Cardamomum|Casia|Crocus
f102r,Diaciminum (Electuario de Comino),21.1,2,8,11,Mel despumatum|Piper nigrum
f102r,Unguentum Basilicon,0.0,0,8,7,
f102r,Unguentum Populeon,0.0,0,8,12,
f102r,Pillulae de Hiera cum Agarico,11.8,1,8,9,Crocus
f102r,Pillulae Fetidae (Pildoras Fetidas),37.5,3,8,8,Bdellium|Myrrha|Opopanax
f102r,Requies Magna (Requies Nicolai),8.0,1,8,17,Crocus
f102r,Diacodion (Jarabe de Adormidera),0.0,0,8,6,
f102r,Dialtea (Ungueento de Altea),0.0,0,8,10,
f102r,Philonium Persicum,46.2,6,8,18,Cardamomum|Casia|Crocus|Mel despumatum|Myrrha|Piper nigrum
f102r,Oximel Compositum,11.1,1,8,10,Mel despumatum
f102r,Theriac Diatessaron,30.8,2,8,5,Mel despumatum|Myrrha
f102r,Theodoricon Euporistum,48.0,6,8,17,Cardamomum|Casia|Crocus|Mel despumatum|Myrrha|Piper nigrum
f102r,Diasatyrion,27.3,3,8,14,Cardamomum|Crocus|Mel despumatum
f102r,Diarodon Abbatis,25.0,3,8,16,Cardamomum|Casia|Crocus
f102r,Rosata Novella,13.3,1,8,7,Crocus
f102r,Letitia Galeni,18.2,2,8,14,Cardamomum|Crocus
f102r,Trifera Saracenica,54.5,6,8,14,Cardamomum|Casia|Crocus|Mel despumatum|Myrrha|Piper nigrum
f102r,Paulinum,47.6,5,8,13,Casia|Crocus|Mel despumatum|Myrrha|Piper nigrum
f102r,Electuarium Justinum,54.5,6,8,14,Cardamomum|Casia|Crocus|Mel despumatum|Myrrha|Piper nigrum
f102r,Electuarium de Baccis Lauri,21.1,2,8,11,Mel despumatum|Myrrha
f102r,Syrupus de Fumaria,0.0,0,8,9,
f102r,Confectio Anacardia,33.3,3,8,10,Crocus|Mel despumatum|Piper nigrum
f102r,Electuarium Diacostum,31.6,3,8,11,Cardamomum|Casia|Mel despumatum
f102r,Unguentum Marciaton,0.0,0,8,10,
f102r,Suffuf al-Tib (Polvo aromatico de Avicena),35.3,3,8,9,Cardamomum|Casia|Crocus
f102r,Itrifal Ustukhudus (Electuario de Espliego),20.0,2,8,12,Crocus|Mel despumatum
f102r,Tiryaq al-Arba (Theriac de 4 ingredientes - Avicena),30.8,2,8,5,Mel despumatum|Myrrha
f102r,Jawaarish Jalinusi (Digestivo de Galeno - Avicena),50.0,5,8,12,Cardamomum|Casia|Crocus|Mel despumatum|Piper nigrum
f102r,Unguentum Abulcasis (de vulneribus),12.5,1,8,8,Myrrha
f102r,Theriac Abulcasis (contra venenos),45.5,5,8,14,Crocus|Mel despumatum|Myrrha|Opopanax|Piper nigrum
f102r,Antidotum Hadriani,40.0,4,8,12,Casia|Crocus|Mel despumatum|Myrrha
f102r,Electuarium Ducis,10.5,1,8,11,Mel despumatum
f102r,Benedicta Laxativa,10.0,1,8,12,Crocus
f102r,Diatragacanthi,0.0,0,8,6,
f102r,Dianucum (Electuario de Nueces),23.5,2,8,9,Mel despumatum|Piper nigrum
f102r,Electuarium Diaspermaton,11.1,1,8,10,Mel despumatum
f102r,Philonium Romanum,42.1,4,8,11,Crocus|Mel despumatum|Myrrha|Piper nigrum
f102r,Theriac Diatessaron Magna,25.0,2,8,8,Mel despumatum|Myrrha
f102v,Theriac Magna (Triaca de Andromachus),29.3,6,7,34,Casia|Crocus|Galbanum|Mel despumatum|Myrrha|Piper longum
f102v,Mithridatium,32.4,6,7,30,Cardamomum|Casia|Crocus|Mel despumatum|Myrrha|Piper longum
f102v,Diascordium,30.0,3,7,13,Galbanum|Mel despumatum|Piper longum
f102v,Pillulae Cochiae,0.0,0,7,6,
f102v,Pillulae Aureae,14.3,1,7,7,Crocus
f102v,Unguentum Apostolorum,21.1,2,7,12,Galbanum|Myrrha
f102v,Electuarium de Succo Rosarum,0.0,0,7,8,
f102v,Aurea Alexandrina,34.5,5,7,22,Casia|Crocus|Mel despumatum|Myrrha|Piper longum
f102v,Confectio Hamech,9.1,1,7,15,Mel despumatum
f102v,Hiera Picra (Hiera de Galeno),35.3,3,7,10,Casia|Crocus|Mel despumatum
f102v,Trifera Magna,34.3,6,7,28,Cardamomum|Casia|Crocus|Mel despumatum|Myrrha|Piper longum
f102v,Diamargariton (Electuario de Perlas),26.1,3,7,16,Cardamomum|Casia|Crocus
f102v,Diaciminum (Electuario de Comino),22.2,2,7,11,Mel despumatum|Piper longum
f102v,Unguentum Basilicon,14.3,1,7,7,Galbanum
f102v,Unguentum Populeon,0.0,0,7,12,
f102v,Pillulae de Hiera cum Agarico,12.5,1,7,9,Crocus
f102v,Pillulae Fetidae (Pildoras Fetidas),26.7,2,7,8,Galbanum|Myrrha
f102v,Requies Magna (Requies Nicolai),8.3,1,7,17,Crocus
f102v,Diacodion (Jarabe de Adormidera),0.0,0,7,6,
f102v,Dialtea (Ungueento de Altea),0.0,0,7,10,
f102v,Philonium Persicum,48.0,6,7,18,Cardamomum|Casia|Crocus|Mel despumatum|Myrrha|Piper longum
f102v,Oximel Compositum,23.5,2,7,10,Mel despumatum|Piper longum
f102v,Theriac Diatessaron,33.3,2,7,5,Mel despumatum|Myrrha
f102v,Theodoricon Euporistum,50.0,6,7,17,Cardamomum|Casia|Crocus|Mel despumatum|Myrrha|Piper longum
f102v,Diasatyrion,38.1,4,7,14,Cardamomum|Crocus|Mel despumatum|Piper longum
f102v,Diarodon Abbatis,26.1,3,7,16,Cardamomum|Casia|Crocus
f102v,Rosata Novella,14.3,1,7,7,Crocus
f102v,Letitia Galeni,19.0,2,7,14,Cardamomum|Crocus
f102v,Trifera Saracenica,57.1,6,7,14,Cardamomum|Casia|Crocus|Mel despumatum|Myrrha|Piper longum
f102v,Paulinum,50.0,5,7,13,Casia|Crocus|Mel despumatum|Myrrha|Piper longum
f102v,Electuarium Justinum,57.1,6,7,14,Cardamomum|Casia|Crocus|Mel despumatum|Myrrha|Piper longum
f102v,Electuarium de Baccis Lauri,33.3,3,7,11,Mel despumatum|Myrrha|Piper longum
f102v,Syrupus de Fumaria,0.0,0,7,9,
f102v,Confectio Anacardia,35.3,3,7,10,Crocus|Mel despumatum|Piper longum
f102v,Electuarium Diacostum,44.4,4,7,11,Cardamomum|Casia|Mel despumatum|Piper longum
f102v,Unguentum Marciaton,0.0,0,7,10,
f102v,Suffuf al-Tib (Polvo aromatico de Avicena),37.5,3,7,9,Cardamomum|Casia|Crocus
f102v,Itrifal Ustukhudus (Electuario de Espliego),21.1,2,7,12,Crocus|Mel despumatum
f102v,Tiryaq al-Arba (Theriac de 4 ingredientes - Avicena),33.3,2,7,5,Mel despumatum|Myrrha
f102v,Jawaarish Jalinusi (Digestivo de Galeno - Avicena),52.6,5,7,12,Cardamomum|Casia|Crocus|Mel despumatum|Piper longum
f102v,Unguentum Abulcasis (de vulneribus),13.3,1,7,8,Myrrha
f102v,Theriac Abulcasis (contra venenos),47.6,5,7,14,Crocus|Galbanum|Mel despumatum|Myrrha|Piper longum
f102v,Antidotum Hadriani,52.6,5,7,12,Casia|Crocus|Mel despumatum|Myrrha|Piper longum
f102v,Electuarium Ducis,22.2,2,7,11,Mel despumatum|Piper longum
f102v,Benedicta Laxativa,10.5,1,7,12,Crocus
f102v,Diatragacanthi,0.0,0,7,6,
f102v,Dianucum (Electuario de Nueces),12.5,1,7,9,Mel despumatum
f102v,Electuarium Diaspermaton,23.5,2,7,10,Mel despumatum|Piper longum
f102v,Philonium Romanum,44.4,4,7,11,Crocus|Mel despumatum|Myrrha|Piper longum
f102v,Theriac Diatessaron Magna,26.7,2,7,8,Mel despumatum|Myrrha
f103r,Theriac Magna (Triaca de Andromachus),20.5,4,5,34,Amomum|Crocus|Myrrha|Piper longum
f103r,Mithridatium,22.9,4,5,30,Cardamomum|Crocus|Myrrha|Piper longum
f103r,Diascordium,11.1,1,5,13,Piper longum
f103r,Pillulae Cochiae,0.0,0,5,6,
f103r,Pillulae Aureae,16.7,1,5,7,Crocus
f103r,Unguentum Apostolorum,11.8,1,5,12,Myrrha
f103r,Electuarium de Succo Rosarum,0.0,0,5,8,
f103r,Aurea Alexandrina,22.2,3,5,22,Crocus|Myrrha|Piper longum
f103r,Confectio Hamech,0.0,0,5,15,
f103r,Hiera Picra (Hiera de Galeno),13.3,1,5,10,Crocus
f103r,Trifera Magna,30.3,5,5,28,Amomum|Cardamomum|Crocus|Myrrha|Piper longum
f103r,Diamargariton (Electuario de Perlas),19.0,2,5,16,Cardamomum|Crocus
f103r,Diaciminum (Electuario de Comino),25.0,2,5,11,Amomum|Piper longum
f103r,Unguentum Basilicon,0.0,0,5,7,
f103r,Unguentum Populeon,0.0,0,5,12,
f103r,Pillulae de Hiera cum Agarico,14.3,1,5,9,Crocus
f103r,Pillulae Fetidae (Pildoras Fetidas),15.4,1,5,8,Myrrha
f103r,Requies Magna (Requies Nicolai),9.1,1,5,17,Crocus
f103r,Diacodion (Jarabe de Adormidera),0.0,0,5,6,
f103r,Dialtea (Ungueento de Altea),0.0,0,5,10,
f103r,Philonium Persicum,34.8,4,5,18,Cardamomum|Crocus|Myrrha|Piper longum
f103r,Oximel Compositum,13.3,1,5,10,Piper longum
f103r,Theriac Diatessaron,20.0,1,5,5,Myrrha
f103r,Theodoricon Euporistum,45.5,5,5,17,Amomum|Cardamomum|Crocus|Myrrha|Piper longum
f103r,Diasatyrion,31.6,3,5,14,Cardamomum|Crocus|Piper longum
f103r,Diarodon Abbatis,19.0,2,5,16,Cardamomum|Crocus
f103r,Rosata Novella,16.7,1,5,7,Crocus
f103r,Letitia Galeni,21.1,2,5,14,Cardamomum|Crocus
f103r,Trifera Saracenica,42.1,4,5,14,Cardamomum|Crocus|Myrrha|Piper longum
f103r,Paulinum,33.3,3,5,13,Crocus|Myrrha|Piper longum
f103r,Electuarium Justinum,52.6,5,5,14,Amomum|Cardamomum|Crocus|Myrrha|Piper longum
f103r,Electuarium de Baccis Lauri,25.0,2,5,11,Myrrha|Piper longum
f103r,Syrupus de Fumaria,0.0,0,5,9,
f103r,Confectio Anacardia,26.7,2,5,10,Crocus|Piper longum
f103r,Electuarium Diacostum,37.5,3,5,11,Amomum|Cardamomum|Piper longum
f103r,Unguentum Marciaton,0.0,0,5,10,
f103r,Suffuf al-Tib (Polvo aromatico de Avicena),28.6,2,5,9,Cardamomum|Crocus
f103r,Itrifal Ustukhudus (Electuario de Espliego),11.8,1,5,12,Crocus
f103r,Tiryaq al-Arba (Theriac de 4 ingredientes - Avicena),20.0,1,5,5,Myrrha
f103r,Jawaarish Jalinusi (Digestivo de Galeno - Avicena),35.3,3,5,12,Cardamomum|Crocus|Piper longum
f103r,Unguentum Abulcasis (de vulneribus),15.4,1,5,8,Myrrha
f103r,Theriac Abulcasis (contra venenos),31.6,3,5,14,Crocus|Myrrha|Piper longum
f103r,Antidotum Hadriani,35.3,3,5,12,Crocus|Myrrha|Piper longum
f103r,Electuarium Ducis,12.5,1,5,11,Piper longum
f103r,Benedicta Laxativa,11.8,1,5,12,Crocus
f103r,Diatragacanthi,0.0,0,5,6,
f103r,Dianucum (Electuario de Nueces),0.0,0,5,9,
f103r,Electuarium Diaspermaton,26.7,2,5,10,Amomum|Piper longum
f103r,Philonium Romanum,37.5,3,5,11,Crocus|Myrrha|Piper longum
f103r,Theriac Diatessaron Magna,15.4,1,5,8,Myrrha
f103v,Theriac Magna (Triaca de Andromachus),25.0,5,6,34,Amomum|Cinnamomum|Crocus|Myrrha|Piper longum
f103v,Mithridatium,27.8,5,6,30,Cardamomum|Cinnamomum|Crocus|Myrrha|Piper longum
f103v,Diascordium,21.1,2,6,13,Cinnamomum|Piper longum
f103v,Pillulae Cochiae,0.0,0,6,6,
f103v,Pillulae Aureae,30.8,2,6,7,Cinnamomum|Crocus
f103v,Unguentum Apostolorum,11.1,1,6,12,Myrrha
f103v,Electuarium de Succo Rosarum,14.3,1,6,8,Cinnamomum
f103v,Aurea Alexandrina,28.6,4,6,22,Cinnamomum|Crocus|Myrrha|Piper longum
f103v,Confectio Hamech,9.5,1,6,15,Cinnamomum
f103v,Hiera Picra (Hiera de Galeno),25.0,2,6,10,Cinnamomum|Crocus
f103v,Trifera Magna,35.3,6,6,28,Amomum|Cardamomum|Cinnamomum|Crocus|Myrrha|Piper longum
f103v,Diamargariton (Electuario de Perlas),27.3,3,6,16,Cardamomum|Cinnamomum|Crocus
f103v,Diaciminum (Electuario de Comino),35.3,3,6,11,Amomum|Cinnamomum|Piper longum
f103v,Unguentum Basilicon,0.0,0,6,7,
f103v,Unguentum Populeon,0.0,0,6,12,
f103v,Pillulae de Hiera cum Agarico,26.7,2,6,9,Cinnamomum|Crocus
f103v,Pillulae Fetidae (Pildoras Fetidas),14.3,1,6,8,Myrrha
f103v,Requies Magna (Requies Nicolai),17.4,2,6,17,Cinnamomum|Crocus
f103v,Diacodion (Jarabe de Adormidera),16.7,1,6,6,Cinnamomum
f103v,Dialtea (Ungueento de Altea),0.0,0,6,10,
f103v,Philonium Persicum,41.7,5,6,18,Cardamomum|Cinnamomum|Crocus|Myrrha|Piper longum
f103v,Oximel Compositum,12.5,1,6,10,Piper longum
f103v,Theriac Diatessaron,18.2,1,6,5,Myrrha
f103v,Theodoricon Euporistum,52.2,6,6,17,Amomum|Cardamomum|Cinnamomum|Crocus|Myrrha|Piper longum
f103v,Diasatyrion,40.0,4,6,14,Cardamomum|Cinnamomum|Crocus|Piper longum
f103v,Diarodon Abbatis,27.3,3,6,16,Cardamomum|Cinnamomum|Crocus
f103v,Rosata Novella,30.8,2,6,7,Cinnamomum|Crocus
f103v,Letitia Galeni,30.0,3,6,14,Cardamomum|Cinnamomum|Crocus
f103v,Trifera Saracenica,50.0,5,6,14,Cardamomum|Cinnamomum|Crocus|Myrrha|Piper longum
f103v,Paulinum,42.1,4,6,13,Cinnamomum|Crocus|Myrrha|Piper longum
f103v,Electuarium Justinum,60.0,6,6,14,Amomum|Cardamomum|Cinnamomum|Crocus|Myrrha|Piper longum
f103v,Electuarium de Baccis Lauri,35.3,3,6,11,Cinnamomum|Myrrha|Piper longum
f103v,Syrupus de Fumaria,13.3,1,6,9,Cinnamomum
f103v,Confectio Anacardia,37.5,3,6,10,Cinnamomum|Crocus|Piper longum
f103v,Electuarium Diacostum,47.1,4,6,11,Amomum|Cardamomum|Cinnamomum|Piper longum
f103v,Unguentum Marciaton,0.0,0,6,10,
f103v,Suffuf al-Tib (Polvo aromatico de Avicena),40.0,3,6,9,Cardamomum|Cinnamomum|Crocus
f103v,Itrifal Ustukhudus (Electuario de Espliego),22.2,2,6,12,Cinnamomum|Crocus
f103v,Tiryaq al-Arba (Theriac de 4 ingredientes - Avicena),18.2,1,6,5,Myrrha
f103v,Jawaarish Jalinusi (Digestivo de Galeno - Avicena),44.4,4,6,12,Cardamomum|Cinnamomum|Crocus|Piper longum
f103v,Unguentum Abulcasis (de vulneribus),14.3,1,6,8,Myrrha
f103v,Theriac Abulcasis (contra venenos),40.0,4,6,14,Cinnamomum|Crocus|Myrrha|Piper longum
f103v,Antidotum Hadriani,44.4,4,6,12,Cinnamomum|Crocus|Myrrha|Piper longum
f103v,Electuarium Ducis,23.5,2,6,11,Cinnamomum|Piper longum
f103v,Benedicta Laxativa,22.2,2,6,12,Cinnamomum|Crocus
f103v,Diatragacanthi,16.7,1,6,6,Cinnamomum
f103v,Dianucum (Electuario de Nueces),13.3,1,6,9,Cinnamomum
f103v,Electuarium Diaspermaton,37.5,3,6,10,Amomum|Cinnamomum|Piper longum
f103v,Philonium Romanum,47.1,4,6,11,Cinnamomum|Crocus|Myrrha|Piper longum
f103v,Theriac Diatessaron Magna,28.6,2,6,8,Cinnamomum|Myrrha
f104r,Theriac Magna (Triaca de Andromachus),29.3,6,7,34,Amomum|Crocus|Galbanum|Mel despumatum|Myrrha|Piper longum
f104r,Mithridatium,27.0,5,7,30,Cardamomum|Crocus|Mel despumatum|Myrrha|Piper longum
f104r,Diascordium,30.0,3,7,13,Galbanum|Mel despumatum|Piper longum
f104r,Pillulae Cochiae,0.0,0,7,6,
f104r,Pillulae Aureae,14.3,1,7,7,Crocus
f104r,Unguentum Apostolorum,21.1,2,7,12,Galbanum|Myrrha
f104r,Electuarium de Succo Rosarum,0.0,0,7,8,
f104r,Aurea Alexandrina,27.6,4,7,22,Crocus|Mel despumatum|Myrrha|Piper longum
f104r,Confectio Hamech,9.1,1,7,15,Mel despumatum
f104r,Hiera Picra (Hiera de Galeno),23.5,2,7,10,Crocus|Mel despumatum
f104r,Trifera Magna,34.3,6,7,28,Amomum|Cardamomum|Crocus|Mel despumatum|Myrrha|Piper longum
f104r,Diamargariton (Electuario de Perlas),17.4,2,7,16,Cardamomum|Crocus
f104r,Diaciminum (Electuario de Comino),33.3,3,7,11,Amomum|Mel despumatum|Piper longum
f104r,Unguentum Basilicon,14.3,1,7,7,Galbanum
f104r,Unguentum Populeon,0.0,0,7,12,
f104r,Pillulae de Hiera cum Agarico,12.5,1,7,9,Crocus
f104r,Pillulae Fetidae (Pildoras Fetidas),26.7,2,7,8,Galbanum|Myrrha
f104r,Requies Magna (Requies Nicolai),8.3,1,7,17,Crocus
f104r,Diacodion (Jarabe de Adormidera),0.0,0,7,6,
f104r,Dialtea (Ungueento de Altea),0.0,0,7,10,
f104r,Philonium Persicum,40.0,5,7,18,Cardamomum|Crocus|Mel despumatum|Myrrha|Piper longum
f104r,Oximel Compositum,23.5,2,7,10,Mel despumatum|Piper longum
f104r,Theriac Diatessaron,33.3,2,7,5,Mel despumatum|Myrrha
f104r,Theodoricon Euporistum,50.0,6,7,17,Amomum|Cardamomum|Crocus|Mel despumatum|Myrrha|Piper longum
f104r,Diasatyrion,38.1,4,7,14,Cardamomum|Crocus|Mel despumatum|Piper longum
f104r,Diarodon Abbatis,17.4,2,7,16,Cardamomum|Crocus
f104r,Rosata Novella,14.3,1,7,7,Crocus
f104r,Letitia Galeni,19.0,2,7,14,Cardamomum|Crocus
f104r,Trifera Saracenica,47.6,5,7,14,Cardamomum|Crocus|Mel despumatum|Myrrha|Piper longum
f104r,Paulinum,40.0,4,7,13,Crocus|Mel despumatum|Myrrha|Piper longum
f104r,Electuarium Justinum,57.1,6,7,14,Amomum|Cardamomum|Crocus|Mel despumatum|Myrrha|Piper longum
f104r,Electuarium de Baccis Lauri,33.3,3,7,11,Mel despumatum|Myrrha|Piper longum
f104r,Syrupus de Fumaria,0.0,0,7,9,
f104r,Confectio Anacardia,35.3,3,7,10,Crocus|Mel despumatum|Piper longum
f104r,Electuarium Diacostum,44.4,4,7,11,Amomum|Cardamomum|Mel despumatum|Piper longum
f104r,Unguentum Marciaton,0.0,0,7,10,
f104r,Suffuf al-Tib (Polvo aromatico de Avicena),25.0,2,7,9,Cardamomum|Crocus
f104r,Itrifal Ustukhudus (Electuario de Espliego),21.1,2,7,12,Crocus|Mel despumatum
f104r,Tiryaq al-Arba (Theriac de 4 ingredientes - Avicena),33.3,2,7,5,Mel despumatum|Myrrha
f104r,Jawaarish Jalinusi (Digestivo de Galeno - Avicena),42.1,4,7,12,Cardamomum|Crocus|Mel despumatum|Piper longum
f104r,Unguentum Abulcasis (de vulneribus),13.3,1,7,8,Myrrha
f104r,Theriac Abulcasis (contra venenos),47.6,5,7,14,Crocus|Galbanum|Mel despumatum|Myrrha|Piper longum
f104r,Antidotum Hadriani,42.1,4,7,12,Crocus|Mel despumatum|Myrrha|Piper longum
f104r,Electuarium Ducis,22.2,2,7,11,Mel despumatum|Piper longum
f104r,Benedicta Laxativa,10.5,1,7,12,Crocus
f104r,Diatragacanthi,0.0,0,7,6,
f104r,Dianucum (Electuario de Nueces),12.5,1,7,9,Mel despumatum
f104r,Electuarium Diaspermaton,35.3,3,7,10,Amomum|Mel despumatum|Piper longum
f104r,Philonium Romanum,44.4,4,7,11,Crocus|Mel despumatum|Myrrha|Piper longum
f104r,Theriac Diatessaron Magna,26.7,2,7,8,Mel despumatum|Myrrha
f104v,Theriac Magna (Triaca de Andromachus),29.3,6,7,34,Casia|Cinnamomum|Crocus|Galbanum|Myrrha|Piper longum
f104v,Mithridatium,32.4,6,7,30,Cardamomum|Casia|Cinnamomum|Crocus|Myrrha|Piper longum
f104v,Diascordium,30.0,3,7,13,Cinnamomum|Galbanum|Piper longum
f104v,Pillulae Cochiae,0.0,0,7,6,
f104v,Pillulae Aureae,28.6,2,7,7,Cinnamomum|Crocus
f104v,Unguentum Apostolorum,21.1,2,7,12,Galbanum|Myrrha
f104v,Electuarium de Succo Rosarum,13.3,1,7,8,Cinnamomum
