Folio,Recipe,F1,Overlap,Folio_N,Recipe_N,Overlap_Ingredients
f90r,Syrupus de Fumaria,0.0,0,4,9,
f90r,Confectio Anacardia,28.6,2,4,10,Mel despumatum|Piper longum
f90r,Electuarium Diacostum,26.7,2,4,11,Mel despumatum|Piper longum
f90r,Unguentum Marciaton,0.0,0,4,10,
f90r,Suffuf al-Tib (Polvo aromatico de Avicena),0.0,0,4,9,
f90r,Itrifal Ustukhudus (Electuario de Espliego),12.5,1,4,12,Mel despumatum
f90r,Tiryaq al-Arba (Theriac de 4 ingredientes - Avicena),44.4,2,4,5,Mel despumatum|Myrrha
f90r,Jawaarish Jalinusi (Digestivo de Galeno - Avicena),25.0,2,4,12,Mel despumatum|Piper longum
f90r,Unguentum Abulcasis (de vulneribus),16.7,1,4,8,Myrrha
f90r,Theriac Abulcasis (contra venenos),33.3,3,4,14,Mel despumatum|Myrrha|Piper longum
f90r,Antidotum Hadriani,37.5,3,4,12,Mel despumatum|Myrrha|Piper longum
f90r,Electuarium Ducis,26.7,2,4,11,Mel despumatum|Piper longum
f90r,Benedicta Laxativa,0.0,0,4,12,
f90r,Diatragacanthi,0.0,0,4,6,
f90r,Dianucum (Electuario de Nueces),15.4,1,4,9,Mel despumatum
f90r,Electuarium Diaspermaton,28.6,2,4,10,Mel despumatum|Piper longum
f90r,Philonium Romanum,40.0,3,4,11,Mel despumatum|Myrrha|Piper longum
f90r,Theriac Diatessaron Magna,33.3,2,4,8,Mel despumatum|Myrrha
f90v,Theriac Magna (Triaca de Andromachus),25.6,5,5,34,Casia|Cinnamomum|Galbanum|Mel despumatum|Myrrha
f90v,Mithridatium,22.9,4,5,30,Casia|Cinnamomum|Mel despumatum|Myrrha
f90v,Diascordium,33.3,3,5,13,Cinnamomum|Galbanum|Mel despumatum
f90v,Pillulae Cochiae,0.0,0,5,6,
f90v,Pillulae Aureae,16.7,1,5,7,Cinnamomum
f90v,Unguentum Apostolorum,23.5,2,5,12,Galbanum|Myrrha
f90v,Electuarium de Succo Rosarum,15.4,1,5,8,Cinnamomum
f90v,Aurea Alexandrina,29.6,4,5,22,Casia|Cinnamomum|Mel despumatum|Myrrha
f90v,Confectio Hamech,20.0,2,5,15,Cinnamomum|Mel despumatum
f90v,Hiera Picra (Hiera de Galeno),40.0,3,5,10,Casia|Cinnamomum|Mel despumatum
f90v,Trifera Magna,24.2,4,5,28,Casia|Cinnamomum|Mel despumatum|Myrrha
f90v,Diamargariton (Electuario de Perlas),19.0,2,5,16,Casia|Cinnamomum
f90v,Diaciminum (Electuario de Comino),25.0,2,5,11,Cinnamomum|Mel despumatum
f90v,Unguentum Basilicon,16.7,1,5,7,Galbanum
f90v,Unguentum Populeon,0.0,0,5,12,
f90v,Pillulae de Hiera cum Agarico,14.3,1,5,9,Cinnamomum
f90v,Pillulae Fetidae (Pildoras Fetidas),30.8,2,5,8,Galbanum|Myrrha
f90v,Requies Magna (Requies Nicolai),9.1,1,5,17,Cinnamomum
f90v,Diacodion (Jarabe de Adormidera),18.2,1,5,6,Cinnamomum
f90v,Dialtea (Ungueento de Altea),0.0,0,5,10,
f90v,Philonium Persicum,34.8,4,5,18,Casia|Cinnamomum|Mel despumatum|Myrrha
f90v,Oximel Compositum,13.3,1,5,10,Mel despumatum
f90v,Theriac Diatessaron,40.0,2,5,5,Mel despumatum|Myrrha
f90v,Theodoricon Euporistum,36.4,4,5,17,Casia|Cinnamomum|Mel despumatum|Myrrha
f90v,Diasatyrion,21.1,2,5,14,Cinnamomum|Mel despumatum
f90v,Diarodon Abbatis,19.0,2,5,16,Casia|Cinnamomum
f90v,Rosata Novella,16.7,1,5,7,Cinnamomum
f90v,Letitia Galeni,10.5,1,5,14,Cinnamomum
f90v,Trifera Saracenica,42.1,4,5,14,Casia|Cinnamomum|Mel despumatum|Myrrha
f90v,Paulinum,44.4,4,5,13,Casia|Cinnamomum|Mel despumatum|Myrrha
f90v,Electuarium Justinum,42.1,4,5,14,Casia|Cinnamomum|Mel despumatum|Myrrha
f90v,Electuarium de Baccis Lauri,37.5,3,5,11,Cinnamomum|Mel despumatum|Myrrha
f90v,Syrupus de Fumaria,14.3,1,5,9,Cinnamomum
f90v,Confectio Anacardia,26.7,2,5,10,Cinnamomum|Mel despumatum
f90v,Electuarium Diacostum,37.5,3,5,11,Casia|Cinnamomum|Mel despumatum
f90v,Unguentum Marciaton,0.0,0,5,10,
f90v,Suffuf al-Tib (Polvo aromatico de Avicena),28.6,2,5,9,Casia|Cinnamomum
f90v,Itrifal Ustukhudus (Electuario de Espliego),23.5,2,5,12,Cinnamomum|Mel despumatum
f90v,Tiryaq al-Arba (Theriac de 4 ingredientes - Avicena),40.0,2,5,5,Mel despumatum|Myrrha
f90v,Jawaarish Jalinusi (Digestivo de Galeno - Avicena),35.3,3,5,12,Casia|Cinnamomum|Mel despumatum
f90v,Unguentum Abulcasis (de vulneribus),15.4,1,5,8,Myrrha
f90v,Theriac Abulcasis (contra venenos),42.1,4,5,14,Cinnamomum|Galbanum|Mel despumatum|Myrrha
f90v,Antidotum Hadriani,47.1,4,5,12,Casia|Cinnamomum|Mel despumatum|Myrrha
f90v,Electuarium Ducis,25.0,2,5,11,Cinnamomum|Mel despumatum
f90v,Benedicta Laxativa,11.8,1,5,12,Cinnamomum
f90v,Diatragacanthi,18.2,1,5,6,Cinnamomum
f90v,Dianucum (Electuario de Nueces),28.6,2,5,9,Cinnamomum|Mel despumatum
f90v,Electuarium Diaspermaton,26.7,2,5,10,Cinnamomum|Mel despumatum
f90v,Philonium Romanum,37.5,3,5,11,Cinnamomum|Mel despumatum|Myrrha
f90v,Theriac Diatessaron Magna,46.2,3,5,8,Cinnamomum|Mel despumatum|Myrrha
f93r,Theriac Magna (Triaca de Andromachus),25.6,5,5,34,Casia|Mel despumatum|Myrrha|Piper nigrum|Styrax
f93r,Mithridatium,22.9,4,5,30,Casia|Mel despumatum|Myrrha|Piper nigrum
f93r,Diascordium,22.2,2,5,13,Mel despumatum|Styrax
f93r,Pillulae Cochiae,0.0,0,5,6,
f93r,Pillulae Aureae,0.0,0,5,7,
f93r,Unguentum Apostolorum,11.8,1,5,12,Myrrha
f93r,Electuarium de Succo Rosarum,0.0,0,5,8,
f93r,Aurea Alexandrina,29.6,4,5,22,Casia|Mel despumatum|Myrrha|Piper nigrum
f93r,Confectio Hamech,10.0,1,5,15,Mel despumatum
f93r,Hiera Picra (Hiera de Galeno),26.7,2,5,10,Casia|Mel despumatum
f93r,Trifera Magna,24.2,4,5,28,Casia|Mel despumatum|Myrrha|Piper nigrum
f93r,Diamargariton (Electuario de Perlas),9.5,1,5,16,Casia
f93r,Diaciminum (Electuario de Comino),25.0,2,5,11,Mel despumatum|Piper nigrum
f93r,Unguentum Basilicon,0.0,0,5,7,
f93r,Unguentum Populeon,0.0,0,5,12,
f93r,Pillulae de Hiera cum Agarico,0.0,0,5,9,
f93r,Pillulae Fetidae (Pildoras Fetidas),15.4,1,5,8,Myrrha
f93r,Requies Magna (Requies Nicolai),0.0,0,5,17,
f93r,Diacodion (Jarabe de Adormidera),0.0,0,5,6,
f93r,Dialtea (Ungueento de Altea),0.0,0,5,10,
f93r,Philonium Persicum,43.5,5,5,18,Casia|Mel despumatum|Myrrha|Piper nigrum|Styrax
f93r,Oximel Compositum,13.3,1,5,10,Mel despumatum
f93r,Theriac Diatessaron,40.0,2,5,5,Mel despumatum|Myrrha
f93r,Theodoricon Euporistum,36.4,4,5,17,Casia|Mel despumatum|Myrrha|Piper nigrum
f93r,Diasatyrion,10.5,1,5,14,Mel despumatum
f93r,Diarodon Abbatis,9.5,1,5,16,Casia
f93r,Rosata Novella,0.0,0,5,7,
f93r,Letitia Galeni,0.0,0,5,14,
f93r,Trifera Saracenica,42.1,4,5,14,Casia|Mel despumatum|Myrrha|Piper nigrum
f93r,Paulinum,44.4,4,5,13,Casia|Mel despumatum|Myrrha|Piper nigrum
f93r,Electuarium Justinum,42.1,4,5,14,Casia|Mel despumatum|Myrrha|Piper nigrum
f93r,Electuarium de Baccis Lauri,25.0,2,5,11,Mel despumatum|Myrrha
f93r,Syrupus de Fumaria,0.0,0,5,9,
f93r,Confectio Anacardia,26.7,2,5,10,Mel despumatum|Piper nigrum
f93r,Electuarium Diacostum,25.0,2,5,11,Casia|Mel despumatum
f93r,Unguentum Marciaton,0.0,0,5,10,
f93r,Suffuf al-Tib (Polvo aromatico de Avicena),14.3,1,5,9,Casia
f93r,Itrifal Ustukhudus (Electuario de Espliego),11.8,1,5,12,Mel despumatum
f93r,Tiryaq al-Arba (Theriac de 4 ingredientes - Avicena),40.0,2,5,5,Mel despumatum|Myrrha
f93r,Jawaarish Jalinusi (Digestivo de Galeno - Avicena),35.3,3,5,12,Casia|Mel despumatum|Piper nigrum
f93r,Unguentum Abulcasis (de vulneribus),15.4,1,5,8,Myrrha
f93r,Theriac Abulcasis (contra venenos),31.6,3,5,14,Mel despumatum|Myrrha|Piper nigrum
f93r,Antidotum Hadriani,35.3,3,5,12,Casia|Mel despumatum|Myrrha
f93r,Electuarium Ducis,12.5,1,5,11,Mel despumatum
f93r,Benedicta Laxativa,0.0,0,5,12,
f93r,Diatragacanthi,0.0,0,5,6,
f93r,Dianucum (Electuario de Nueces),28.6,2,5,9,Mel despumatum|Piper nigrum
f93r,Electuarium Diaspermaton,13.3,1,5,10,Mel despumatum
f93r,Philonium Romanum,37.5,3,5,11,Mel despumatum|Myrrha|Piper nigrum
f93r,Theriac Diatessaron Magna,30.8,2,5,8,Mel despumatum|Myrrha
f93v,Theriac Magna (Triaca de Andromachus),25.0,5,6,34,Casia|Galbanum|Mel despumatum|Piper nigrum|Styrax
f93v,Mithridatium,16.7,3,6,30,Casia|Mel despumatum|Piper nigrum
f93v,Diascordium,42.1,4,6,13,Galbanum|Mel despumatum|Rosa|Styrax
f93v,Pillulae Cochiae,0.0,0,6,6,
f93v,Pillulae Aureae,15.4,1,6,7,Rosa
f93v,Unguentum Apostolorum,11.1,1,6,12,Galbanum
f93v,Electuarium de Succo Rosarum,0.0,0,6,8,
f93v,Aurea Alexandrina,21.4,3,6,22,Casia|Mel despumatum|Piper nigrum
f93v,Confectio Hamech,19.0,2,6,15,Mel despumatum|Rosa
f93v,Hiera Picra (Hiera de Galeno),25.0,2,6,10,Casia|Mel despumatum
f93v,Trifera Magna,17.6,3,6,28,Casia|Mel despumatum|Piper nigrum
f93v,Diamargariton (Electuario de Perlas),9.1,1,6,16,Casia
f93v,Diaciminum (Electuario de Comino),23.5,2,6,11,Mel despumatum|Piper nigrum
f93v,Unguentum Basilicon,15.4,1,6,7,Galbanum
f93v,Unguentum Populeon,0.0,0,6,12,
f93v,Pillulae de Hiera cum Agarico,13.3,1,6,9,Rosa
f93v,Pillulae Fetidae (Pildoras Fetidas),14.3,1,6,8,Galbanum
f93v,Requies Magna (Requies Nicolai),8.7,1,6,17,Rosa
f93v,Diacodion (Jarabe de Adormidera),0.0,0,6,6,
f93v,Dialtea (Ungueento de Altea),0.0,0,6,10,
f93v,Philonium Persicum,33.3,4,6,18,Casia|Mel despumatum|Piper nigrum|Styrax
f93v,Oximel Compositum,12.5,1,6,10,Mel despumatum
f93v,Theriac Diatessaron,18.2,1,6,5,Mel despumatum
f93v,Theodoricon Euporistum,26.1,3,6,17,Casia|Mel despumatum|Piper nigrum
f93v,Diasatyrion,10.0,1,6,14,Mel despumatum
f93v,Diarodon Abbatis,18.2,2,6,16,Casia|Rosa
f93v,Rosata Novella,15.4,1,6,7,Rosa
f93v,Letitia Galeni,10.0,1,6,14,Rosa
f93v,Trifera Saracenica,30.0,3,6,14,Casia|Mel despumatum|Piper nigrum
f93v,Paulinum,31.6,3,6,13,Casia|Mel despumatum|Piper nigrum
f93v,Electuarium Justinum,30.0,3,6,14,Casia|Mel despumatum|Piper nigrum
f93v,Electuarium de Baccis Lauri,11.8,1,6,11,Mel despumatum
f93v,Syrupus de Fumaria,0.0,0,6,9,
f93v,Confectio Anacardia,25.0,2,6,10,Mel despumatum|Piper nigrum
f93v,Electuarium Diacostum,23.5,2,6,11,Casia|Mel despumatum
f93v,Unguentum Marciaton,0.0,0,6,10,
f93v,Suffuf al-Tib (Polvo aromatico de Avicena),26.7,2,6,9,Casia|Rosa
f93v,Itrifal Ustukhudus (Electuario de Espliego),22.2,2,6,12,Mel despumatum|Rosa
f93v,Tiryaq al-Arba (Theriac de 4 ingredientes - Avicena),18.2,1,6,5,Mel despumatum
f93v,Jawaarish Jalinusi (Digestivo de Galeno - Avicena),33.3,3,6,12,Casia|Mel despumatum|Piper nigrum
f93v,Unguentum Abulcasis (de vulneribus),0.0,0,6,8,
f93v,Theriac Abulcasis (contra venenos),30.0,3,6,14,Galbanum|Mel despumatum|Piper nigrum
f93v,Antidotum Hadriani,22.2,2,6,12,Casia|Mel despumatum
f93v,Electuarium Ducis,11.8,1,6,11,Mel despumatum
f93v,Benedicta Laxativa,0.0,0,6,12,
f93v,Diatragacanthi,0.0,0,6,6,
f93v,Dianucum (Electuario de Nueces),26.7,2,6,9,Mel despumatum|Piper nigrum
f93v,Electuarium Diaspermaton,12.5,1,6,10,Mel despumatum
f93v,Philonium Romanum,23.5,2,6,11,Mel despumatum|Piper nigrum
f93v,Theriac Diatessaron Magna,14.3,1,6,8,Mel despumatum
f94r,Theriac Magna (Triaca de Andromachus),11.1,2,2,34,Myrrha|Piper longum
f94r,Mithridatium,12.5,2,2,30,Myrrha|Piper longum
f94r,Diascordium,13.3,1,2,13,Piper longum
f94r,Pillulae Cochiae,0.0,0,2,6,
f94r,Pillulae Aureae,0.0,0,2,7,
f94r,Unguentum Apostolorum,14.3,1,2,12,Myrrha
f94r,Electuarium de Succo Rosarum,0.0,0,2,8,
f94r,Aurea Alexandrina,16.7,2,2,22,Myrrha|Piper longum
f94r,Confectio Hamech,0.0,0,2,15,
f94r,Hiera Picra (Hiera de Galeno),0.0,0,2,10,
f94r,Trifera Magna,13.3,2,2,28,Myrrha|Piper longum
f94r,Diamargariton (Electuario de Perlas),0.0,0,2,16,
f94r,Diaciminum (Electuario de Comino),15.4,1,2,11,Piper longum
f94r,Unguentum Basilicon,0.0,0,2,7,
f94r,Unguentum Populeon,0.0,0,2,12,
f94r,Pillulae de Hiera cum Agarico,0.0,0,2,9,
f94r,Pillulae Fetidae (Pildoras Fetidas),20.0,1,2,8,Myrrha
f94r,Requies Magna (Requies Nicolai),0.0,0,2,17,
f94r,Diacodion (Jarabe de Adormidera),0.0,0,2,6,
f94r,Dialtea (Ungueento de Altea),0.0,0,2,10,
f94r,Philonium Persicum,20.0,2,2,18,Myrrha|Piper longum
f94r,Oximel Compositum,16.7,1,2,10,Piper longum
f94r,Theriac Diatessaron,28.6,1,2,5,Myrrha
f94r,Theodoricon Euporistum,21.1,2,2,17,Myrrha|Piper longum
f94r,Diasatyrion,12.5,1,2,14,Piper longum
f94r,Diarodon Abbatis,0.0,0,2,16,
f94r,Rosata Novella,0.0,0,2,7,
f94r,Letitia Galeni,0.0,0,2,14,
f94r,Trifera Saracenica,25.0,2,2,14,Myrrha|Piper longum
f94r,Paulinum,26.7,2,2,13,Myrrha|Piper longum
f94r,Electuarium Justinum,25.0,2,2,14,Myrrha|Piper longum
f94r,Electuarium de Baccis Lauri,30.8,2,2,11,Myrrha|Piper longum
f94r,Syrupus de Fumaria,0.0,0,2,9,
f94r,Confectio Anacardia,16.7,1,2,10,Piper longum
f94r,Electuarium Diacostum,15.4,1,2,11,Piper longum
f94r,Unguentum Marciaton,0.0,0,2,10,
f94r,Suffuf al-Tib (Polvo aromatico de Avicena),0.0,0,2,9,
f94r,Itrifal Ustukhudus (Electuario de Espliego),0.0,0,2,12,
f94r,Tiryaq al-Arba (Theriac de 4 ingredientes - Avicena),28.6,1,2,5,Myrrha
f94r,Jawaarish Jalinusi (Digestivo de Galeno - Avicena),14.3,1,2,12,Piper longum
f94r,Unguentum Abulcasis (de vulneribus),20.0,1,2,8,Myrrha
f94r,Theriac Abulcasis (contra venenos),25.0,2,2,14,Myrrha|Piper longum
f94r,Antidotum Hadriani,28.6,2,2,12,Myrrha|Piper longum
f94r,Electuarium Ducis,15.4,1,2,11,Piper longum
f94r,Benedicta Laxativa,0.0,0,2,12,
f94r,Diatragacanthi,0.0,0,2,6,
f94r,Dianucum (Electuario de Nueces),0.0,0,2,9,
f94r,Electuarium Diaspermaton,16.7,1,2,10,Piper longum
f94r,Philonium Romanum,30.8,2,2,11,Myrrha|Piper longum
f94r,Theriac Diatessaron Magna,20.0,1,2,8,Myrrha
f94v,Theriac Magna (Triaca de Andromachus),16.2,3,3,34,Crocus|Mel despumatum|Piper longum
f94v,Mithridatium,18.2,3,3,30,Crocus|Mel despumatum|Piper longum
f94v,Diascordium,25.0,2,3,13,Mel despumatum|Piper longum
f94v,Pillulae Cochiae,0.0,0,3,6,
f94v,Pillulae Aureae,20.0,1,3,7,Crocus
f94v,Unguentum Apostolorum,0.0,0,3,12,
f94v,Electuarium de Succo Rosarum,0.0,0,3,8,
f94v,Aurea Alexandrina,24.0,3,3,22,Crocus|Mel despumatum|Piper longum
f94v,Confectio Hamech,11.1,1,3,15,Mel despumatum
f94v,Hiera Picra (Hiera de Galeno),30.8,2,3,10,Crocus|Mel despumatum
f94v,Trifera Magna,19.4,3,3,28,Crocus|Mel despumatum|Piper longum
f94v,Diamargariton (Electuario de Perlas),10.5,1,3,16,Crocus
f94v,Diaciminum (Electuario de Comino),28.6,2,3,11,Mel despumatum|Piper longum
f94v,Unguentum Basilicon,0.0,0,3,7,
f94v,Unguentum Populeon,0.0,0,3,12,
f94v,Pillulae de Hiera cum Agarico,16.7,1,3,9,Crocus
f94v,Pillulae Fetidae (Pildoras Fetidas),0.0,0,3,8,
f94v,Requies Magna (Requies Nicolai),10.0,1,3,17,Crocus
f94v,Diacodion (Jarabe de Adormidera),0.0,0,3,6,
f94v,Dialtea (Ungueento de Altea),0.0,0,3,10,
f94v,Philonium Persicum,28.6,3,3,18,Crocus|Mel despumatum|Piper longum
f94v,Oximel Compositum,30.8,2,3,10,Mel despumatum|Piper longum
f94v,Theriac Diatessaron,25.0,1,3,5,Mel despumatum
f94v,Theodoricon Euporistum,30.0,3,3,17,Crocus|Mel despumatum|Piper longum
f94v,Diasatyrion,35.3,3,3,14,Crocus|Mel despumatum|Piper longum
f94v,Diarodon Abbatis,10.5,1,3,16,Crocus
f94v,Rosata Novella,20.0,1,3,7,Crocus
f94v,Letitia Galeni,11.8,1,3,14,Crocus
f94v,Trifera Saracenica,35.3,3,3,14,Crocus|Mel despumatum|Piper longum
f94v,Paulinum,37.5,3,3,13,Crocus|Mel despumatum|Piper longum
f94v,Electuarium Justinum,35.3,3,3,14,Crocus|Mel despumatum|Piper longum
f94v,Electuarium de Baccis Lauri,28.6,2,3,11,Mel despumatum|Piper longum
f94v,Syrupus de Fumaria,0.0,0,3,9,
f94v,Confectio Anacardia,46.2,3,3,10,Crocus|Mel despumatum|Piper longum
f94v,Electuarium Diacostum,28.6,2,3,11,Mel despumatum|Piper longum
f94v,Unguentum Marciaton,0.0,0,3,10,
f94v,Suffuf al-Tib (Polvo aromatico de Avicena),16.7,1,3,9,Crocus
f94v,Itrifal Ustukhudus (Electuario de Espliego),26.7,2,3,12,Crocus|Mel despumatum
f94v,Tiryaq al-Arba (Theriac de 4 ingredientes - Avicena),25.0,1,3,5,Mel despumatum
f94v,Jawaarish Jalinusi (Digestivo de Galeno - Avicena),40.0,3,3,12,Crocus|Mel despumatum|Piper longum
f94v,Unguentum Abulcasis (de vulneribus),0.0,0,3,8,
f94v,Theriac Abulcasis (contra venenos),35.3,3,3,14,Crocus|Mel despumatum|Piper longum
f94v,Antidotum Hadriani,40.0,3,3,12,Crocus|Mel despumatum|Piper longum
f94v,Electuarium Ducis,28.6,2,3,11,Mel despumatum|Piper longum
f94v,Benedicta Laxativa,13.3,1,3,12,Crocus
f94v,Diatragacanthi,0.0,0,3,6,
f94v,Dianucum (Electuario de Nueces),16.7,1,3,9,Mel despumatum
f94v,Electuarium Diaspermaton,30.8,2,3,10,Mel despumatum|Piper longum
f94v,Philonium Romanum,42.9,3,3,11,Crocus|Mel despumatum|Piper longum
f94v,Theriac Diatessaron Magna,18.2,1,3,8,Mel despumatum
f95r,Theriac Magna (Triaca de Andromachus),33.3,7,8,34,Amomum|Crocus|Mel despumatum|Myrrha|Opopanax|Piper longum|Piper nigrum
f95r,Mithridatium,31.6,6,8,30,Crocus|Mel despumatum|Myrrha|Opopanax|Piper longum|Piper nigrum
f95r,Diascordium,19.0,2,8,13,Mel despumatum|Piper longum
f95r,Pillulae Cochiae,14.3,1,8,6,Bdellium
f95r,Pillulae Aureae,13.3,1,8,7,Crocus
f95r,Unguentum Apostolorum,30.0,3,8,12,Bdellium|Myrrha|Opopanax
f95r,Electuarium de Succo Rosarum,0.0,0,8,8,
f95r,Aurea Alexandrina,33.3,5,8,22,Crocus|Mel despumatum|Myrrha|Piper longum|Piper nigrum
f95r,Confectio Hamech,8.7,1,8,15,Mel despumatum
f95r,Hiera Picra (Hiera de Galeno),22.2,2,8,10,Crocus|Mel despumatum
f95r,Trifera Magna,44.4,8,8,28,Amomum|Bdellium|Crocus|Mel despumatum|Myrrha|Opopanax|Piper longum|Piper nigrum
f95r,Diamargariton (Electuario de Perlas),8.3,1,8,16,Crocus
f95r,Diaciminum (Electuario de Comino),42.1,4,8,11,Amomum|Mel despumatum|Piper longum|Piper nigrum
f95r,Unguentum Basilicon,0.0,0,8,7,
f95r,Unguentum Populeon,0.0,0,8,12,
f95r,Pillulae de Hiera cum Agarico,11.8,1,8,9,Crocus
f95r,Pillulae Fetidae (Pildoras Fetidas),37.5,3,8,8,Bdellium|Myrrha|Opopanax
f95r,Requies Magna (Requies Nicolai),8.0,1,8,17,Crocus
f95r,Diacodion (Jarabe de Adormidera),0.0,0,8,6,
f95r,Dialtea (Ungueento de Altea),0.0,0,8,10,
f95r,Philonium Persicum,38.5,5,8,18,Crocus|Mel despumatum|Myrrha|Piper longum|Piper nigrum
f95r,Oximel Compositum,22.2,2,8,10,Mel despumatum|Piper longum
f95r,Theriac Diatessaron,30.8,2,8,5,Mel despumatum|Myrrha
f95r,Theodoricon Euporistum,48.0,6,8,17,Amomum|Crocus|Mel despumatum|Myrrha|Piper longum|Piper nigrum
f95r,Diasatyrion,27.3,3,8,14,Crocus|Mel despumatum|Piper longum
f95r,Diarodon Abbatis,8.3,1,8,16,Crocus
f95r,Rosata Novella,13.3,1,8,7,Crocus
f95r,Letitia Galeni,9.1,1,8,14,Crocus
f95r,Trifera Saracenica,45.5,5,8,14,Crocus|Mel despumatum|Myrrha|Piper longum|Piper nigrum
f95r,Paulinum,47.6,5,8,13,Crocus|Mel despumatum|Myrrha|Piper longum|Piper nigrum
f95r,Electuarium Justinum,54.5,6,8,14,Amomum|Crocus|Mel despumatum|Myrrha|Piper longum|Piper nigrum
f95r,Electuarium de Baccis Lauri,31.6,3,8,11,Mel despumatum|Myrrha|Piper longum
f95r,Syrupus de Fumaria,0.0,0,8,9,
f95r,Confectio Anacardia,44.4,4,8,10,Crocus|Mel despumatum|Piper longum|Piper nigrum
f95r,Electuarium Diacostum,31.6,3,8,11,Amomum|Mel despumatum|Piper longum
f95r,Unguentum Marciaton,0.0,0,8,10,
f95r,Suffuf al-Tib (Polvo aromatico de Avicena),11.8,1,8,9,Crocus
f95r,Itrifal Ustukhudus (Electuario de Espliego),20.0,2,8,12,Crocus|Mel despumatum
f95r,Tiryaq al-Arba (Theriac de 4 ingredientes - Avicena),30.8,2,8,5,Mel despumatum|Myrrha
f95r,Jawaarish Jalinusi (Digestivo de Galeno - Avicena),40.0,4,8,12,Crocus|Mel despumatum|Piper longum|Piper nigrum
f95r,Unguentum Abulcasis (de vulneribus),12.5,1,8,8,Myrrha
f95r,Theriac Abulcasis (contra venenos),54.5,6,8,14,Crocus|Mel despumatum|Myrrha|Opopanax|Piper longum|Piper nigrum
f95r,Antidotum Hadriani,40.0,4,8,12,Crocus|Mel despumatum|Myrrha|Piper longum
f95r,Electuarium Ducis,21.1,2,8,11,Mel despumatum|Piper longum
f95r,Benedicta Laxativa,10.0,1,8,12,Crocus
f95r,Diatragacanthi,0.0,0,8,6,
f95r,Dianucum (Electuario de Nueces),23.5,2,8,9,Mel despumatum|Piper nigrum
f95r,Electuarium Diaspermaton,33.3,3,8,10,Amomum|Mel despumatum|Piper longum
f95r,Philonium Romanum,52.6,5,8,11,Crocus|Mel despumatum|Myrrha|Piper longum|Piper nigrum
f95r,Theriac Diatessaron Magna,25.0,2,8,8,Mel despumatum|Myrrha
f95v,Theriac Magna (Triaca de Andromachus),21.1,4,4,34,Casia|Crocus|Piper longum|Styrax
f95v,Mithridatium,17.6,3,4,30,Casia|Crocus|Piper longum
f95v,Diascordium,23.5,2,4,13,Piper longum|Styrax
f95v,Pillulae Cochiae,0.0,0,4,6,
f95v,Pillulae Aureae,18.2,1,4,7,Crocus
f95v,Unguentum Apostolorum,0.0,0,4,12,
f95v,Electuarium de Succo Rosarum,0.0,0,4,8,
f95v,Aurea Alexandrina,23.1,3,4,22,Casia|Crocus|Piper longum
f95v,Confectio Hamech,0.0,0,4,15,
f95v,Hiera Picra (Hiera de Galeno),28.6,2,4,10,Casia|Crocus
f95v,Trifera Magna,18.8,3,4,28,Casia|Crocus|Piper longum
f95v,Diamargariton (Electuario de Perlas),20.0,2,4,16,Casia|Crocus
f95v,Diaciminum (Electuario de Comino),13.3,1,4,11,Piper longum
f95v,Unguentum Basilicon,0.0,0,4,7,
f95v,Unguentum Populeon,0.0,0,4,12,
f95v,Pillulae de Hiera cum Agarico,15.4,1,4,9,Crocus
f95v,Pillulae Fetidae (Pildoras Fetidas),0.0,0,4,8,
f95v,Requies Magna (Requies Nicolai),9.5,1,4,17,Crocus
f95v,Diacodion (Jarabe de Adormidera),0.0,0,4,6,
f95v,Dialtea (Ungueento de Altea),0.0,0,4,10,
f95v,Philonium Persicum,36.4,4,4,18,Casia|Crocus|Piper longum|Styrax
f95v,Oximel Compositum,14.3,1,4,10,Piper longum
f95v,Theriac Diatessaron,0.0,0,4,5,
f95v,Theodoricon Euporistum,28.6,3,4,17,Casia|Crocus|Piper longum
f95v,Diasatyrion,22.2,2,4,14,Crocus|Piper longum
f95v,Diarodon Abbatis,20.0,2,4,16,Casia|Crocus
f95v,Rosata Novella,18.2,1,4,7,Crocus
f95v,Letitia Galeni,11.1,1,4,14,Crocus
f95v,Trifera Saracenica,33.3,3,4,14,Casia|Crocus|Piper longum
f95v,Paulinum,35.3,3,4,13,Casia|Crocus|Piper longum
f95v,Electuarium Justinum,33.3,3,4,14,Casia|Crocus|Piper longum
f95v,Electuarium de Baccis Lauri,13.3,1,4,11,Piper longum
f95v,Syrupus de Fumaria,0.0,0,4,9,
f95v,Confectio Anacardia,28.6,2,4,10,Crocus|Piper longum
f95v,Electuarium Diacostum,26.7,2,4,11,Casia|Piper longum
f95v,Unguentum Marciaton,0.0,0,4,10,
f95v,Suffuf al-Tib (Polvo aromatico de Avicena),30.8,2,4,9,Casia|Crocus
f95v,Itrifal Ustukhudus (Electuario de Espliego),12.5,1,4,12,Crocus
f95v,Tiryaq al-Arba (Theriac de 4 ingredientes - Avicena),0.0,0,4,5,
f95v,Jawaarish Jalinusi (Digestivo de Galeno - Avicena),37.5,3,4,12,Casia|Crocus|Piper longum
f95v,Unguentum Abulcasis (de vulneribus),0.0,0,4,8,
f95v,Theriac Abulcasis (contra venenos),22.2,2,4,14,Crocus|Piper longum
f95v,Antidotum Hadriani,37.5,3,4,12,Casia|Crocus|Piper longum
f95v,Electuarium Ducis,13.3,1,4,11,Piper longum
f95v,Benedicta Laxativa,12.5,1,4,12,Crocus
