Folio,Stem,Final_Atoms,Token_Count,N_Matched_Folios,N_Total_Recipe_Folios,Is_Identified,Identification
f87r,C2,|A1,5,19,29,False,
f87r,B1A3,B2|C1|G1,5,21,38,False,
f87r,L1,A1|A2|J1|K2,4,16,27,False,
f87r,K1J1A1,B2|C1|C2,4,20,37,False,
f87r,K1A1,C1,3,20,37,False,
f87r,L1A1,B2|C2,3,14,27,True,FUNCTION_WORD
f87r,C2A3,B2|G1,2,18,35,False,
f87r,Q1J1A1,C1|C2,2,6,9,False,
f87r,C2A1C1A3,G1,2,3,6,False,
f87r,P2A1A3B2L1C2A3,B2,1,1,1,False,
f87r,L1A1T1A1,C1,1,1,1,False,
f87r,A2P1K1,A1,1,1,1,False,
f87r,A1Q2J1A1B1A3,B2,1,3,6,False,
f87r,B1K1K2U1A1,C2,1,1,1,False,
f87r,K1J1Q2,A2,1,2,5,False,
f87r,U2A1B1A3,B2,1,1,2,False,
f87r,A2Q2J1A1B1A3,B3,1,2,2,False,
f87r,T1J1U2,A2,1,1,1,False,
f87r,C2A2Q2,A2,1,1,1,False,
f87r,Q2K1A1,C2,1,2,5,True,Zingiber|Mel despumatum
f87r,A1Q2K2B1,A2,1,8,21,False,
f87r,A2Q2K2,A2,1,4,6,False,
f87r,W2A1B1,A2,1,1,1,False,
f87r,L1K2Q1K1J1,A2,1,1,1,False,
f87r,C2A3F2B1,A2,1,1,1,False,
f87r,D1A1U1A1,C2,1,8,8,False,
f87r,K1J1A1B1A1,C1,1,1,1,False,
f87r,U1J1A1Q1J1,A2,1,1,1,False,
f87r,K1U2A1B1,A2,1,1,1,False,
f87r,A1B1A3,C1,1,9,20,True,FUNCTION_WORD
f87r,U2K2,A2,1,6,7,False,
f87r,U1J1U1,A2,1,1,1,False,
f87r,U2A1B1,A2,1,3,3,False,
f87r,Q2A1,C2,1,4,10,True,Zingiber|Mel despumatum
f87r,Q1J1A1B1A3,G1,1,3,3,False,
f87r,P2K1J1A1,C2,1,1,2,False,
f87r,L1J1,A1,1,13,29,False,
f87r,L1Q1J1A1B1,A2,1,1,1,False,
f87r,A2Q2K2A1B1A3,B2,1,1,1,False,
f87r,K1,A1,1,18,32,False,
f87r,Q1A1,A1,1,5,6,True,Zingiber|Mel despumatum
f87r,K1J1Q1A1,B2,1,2,2,False,
f87r,C2A1B2L1J1A2,C1,1,1,1,False,
f87r,A2C2A3,G1,1,2,4,False,
f87r,K1J1A1C1,Ab,1,1,1,False,
f87r,Q1K1A1B1,A2,1,1,1,False,
f87r,C2A1,C1,1,10,18,True,FUNCTION_WORD
f87r,L1A1U2J1,A2,1,1,1,False,
f87r,A1Q2J1A1B1,A2,1,6,12,False,
f87r,B1K1A1,B2,1,2,4,True,Rosa
f87r,C2AaC1A3,G1,1,1,1,False,
f87r,U2A1,C2,1,4,6,True,Zingiber|Mel despumatum
f87r,K1J1A1B1A3,B2,1,7,17,False,
f87r,U2J1A1B1,A2,1,2,2,False,
f87r,D1A1Q2,A2,1,4,15,False,
f87r,P1L1J1A1B1L1,A2,1,1,1,False,
f87r,C2A3B2B1A3,B2,1,1,1,False,
f87r,A3B2B1,A2,1,1,2,False,
f87r,A2L1M1,C2,1,1,1,False,
f87r,K1J1Q2K1,A2,1,2,2,False,
f87r,Q2J1A1B1A3,C1,1,3,3,False,
f87r,A1Q2K1J1A1,B2,1,2,2,False,
f87r,Q2A1U1,A2,1,3,3,False,
f87r,U1K2,A2,1,5,5,False,
f87r,L1A1B1,A2,1,6,13,False,
f87r,D1A1N1Q2,A2,1,1,1,False,
f87r,K1A1B1,A2,1,8,21,False,
f87r,U2J1,A2,1,9,14,False,
f87r,A1Q1J1A1,B2,1,10,18,True,FUNCTION_WORD
f87r,A1Q1K2,A1,1,12,26,False,
f87r,B1A3F2,B3,1,2,2,False,
f87r,U1J1,A2,1,6,6,False,
f87r,Da,A1,1,1,1,False,
f87r,B2B1A3,G1,1,1,4,False,
f87r,A2Q2K2A1,C2,1,2,2,False,
f87r,B1K1K2A1,B2,1,1,3,False,
f87v,C2,,4,19,29,False,
f87v,C2A3,B2|E2|G1,4,18,35,False,
f87v,U2J1,A2,3,9,14,False,
f87v,K1J1A1,A2|B2|C2,3,20,37,False,
f87v,A3,B2|B3|F1,3,20,37,False,
f87v,B1A3,F1|G1,2,21,38,False,
f87v,U2,|A2,2,5,6,False,
f87v,D1A1Q1J1A1,B1|B4,2,11,22,True,FUNCTION_WORD
f87v,A1,B2|C1,2,20,37,False,
f87v,P1K1K2,A2,1,2,3,True,Bdellium
f87v,T1J1A1B1A3,C1,1,1,1,True,Myrrha
f87v,L1A1B1,A2,1,6,13,False,
f87v,B1K1J1A1B1,A2,1,1,2,False,
f87v,Q2A1B1A1,C1,1,1,1,False,
f87v,A1M1P1K1A1B1,A2,1,1,1,False,
f87v,A1B2B1A3,C1,1,2,3,False,
f87v,C2K1J1,A2,1,1,2,False,
f87v,U2K2,A2,1,6,7,False,
f87v,D1A1U2C2,A2,1,1,1,False,
f87v,BaK1J1A1Q1,A2,1,1,1,False,
f87v,A2K1J1A1U1,A2,1,1,1,False,
f87v,A1Q1J1,A2,1,7,12,True,Myrrha
f87v,A2Q2K2A1,C1,1,2,2,False,
f87v,S2A1,C2,1,1,1,False,
f87v,B1K1K2U2J1,A2,1,1,1,False,
f87v,U2A1C2,A2,1,1,1,False,
f87v,A2Q1K2A1,C1,1,5,8,False,
f87v,A1Q1,A2,1,10,18,False,
f87v,A2K1K2,A2,1,7,17,False,
f87v,Q1K2,A1,1,9,16,False,
f87v,J1A1,G1,1,1,1,False,
f87v,C2K1J1A1,B3,1,1,1,False,
f87v,B1K1J1A1,C2,1,5,9,False,
f87v,L1J1,A2,1,13,29,False,
f87v,C2A1B2K1E1A1,B1,1,1,1,False,
f87v,A1Q2J1A1,C2,1,10,18,True,Casia
f87v,D1A1Q2J1K1A1J1,P1,1,1,1,False,
f87v,L1A1K2,A2,1,1,1,False,
f87v,D1,A1,1,5,12,True,Bdellium
f87v,U2A1B1A1,B2,1,1,1,False,
f87v,A2Q2J1A1B1A3,G1,1,2,2,False,
f87v,L1J1A1,B2,1,14,29,True,FUNCTION_WORD
f87v,Q2J1K1A1,B2,1,1,1,False,
f87v,D1A1C2K1J1A1B1,A2,1,1,1,False,
f87v,A1Q2A1,B2,1,10,20,True,Myrrha
f87v,A1P1K1K2,A2,1,1,3,False,
f87v,W2,A2,1,1,1,False,
f87v,T1J1U1,A2,1,1,1,False,
f87v,K1J1A1C1K1J1P1K1J1A1,B2,1,1,1,False,
f87v,Q1K1A1,C1,1,2,5,True,Myrrha
f87v,K1K2A1,B2,1,8,14,True,Galbanum
f87v,D1A1Q1A1B1A3,B2,1,1,2,False,
f87v,B2C2M1,Ab,1,1,1,False,
f87v,Q1J1A1B1A3,B3,1,3,3,False,
f87v,A2Q2K1J1,Aa,1,3,4,False,
f87v,K1A1,C2,1,20,37,False,
f87v,U1J1A1,C1,1,6,6,False,
f87v,Q1L1J1A1,B2,1,1,1,False,
f87v,D1A1A3,C1,1,6,11,True,Myrrha
f87v,T2,C2,1,1,1,False,
f87v,AbQ1A3,G1,1,1,1,False,
f87v,A3F2,B3,1,2,3,False,
f87v,A3F1,A2,1,1,1,False,
f87v,Q1J1A1,B2,1,6,9,False,
f87v,BaA3,F3,1,20,30,False,
f87v,A1B2,B1,1,9,12,False,
f87v,A3Q2A1B2,B4,1,1,1,False,
f87v,A2Q1L1,A1,1,1,1,False,
f87v,D1A1,C2,1,6,22,True,Myrrha
f87v,A3C1A1B2A1,C1,1,1,1,False,
f87v,BaA3C1A3G1,B4,1,1,1,False,
f87v,A1B2U2,C1,1,1,1,False,
f88r,K1J1A1,B2|B3|C1|C2,12,20,37,False,
f88r,A1,B2|B3|C1,9,20,37,False,
f88r,K1A1,B2|C1,8,20,37,False,
f88r,D1A1Q1A1,B2|C1,6,8,16,False,
f88r,C2A3,B2|B3|C1|G1,5,18,35,False,
f88r,C2,,5,19,29,False,
f88r,A3,C1|G1,5,20,37,False,
f88r,B1A3,B2|C1|G1,4,21,38,False,
f88r,D1A1Q1J1A1,B2|C1,3,11,22,True,FUNCTION_WORD
f88r,A1B2B1A3,B2|C1,2,2,3,False,
f88r,L1J1A1,B3|C1,2,14,29,True,FUNCTION_WORD
f88r,K1J1A3,C1,2,3,12,False,
f88r,BaA3,B2|G1,2,20,30,False,
f88r,K1,A2|M2,2,18,32,False,
f88r,A1Q1A1,B2,2,12,19,True,Piper nigrum
f88r,D1A1J1Q1A1,B2,2,1,1,False,
f88r,K1J1,A2,2,13,30,False,
f88r,A1Q2A1C1K1J1Q2,A2,1,1,1,False,
f88r,A1C2A3,B2,1,2,4,False,
f88r,A1C1A3B2,B1,1,1,1,False,
f88r,A1Q2A1Q1,A2,1,2,2,False,
f88r,A1Q2A3B2,A2,1,5,6,False,
f88r,B1A1C1LbJ1A1,A2,1,1,1,False,
f88r,U2J1A1,B2,1,8,8,True,FUNCTION_WORD
f88r,D1A1U1J1,A2,1,4,6,False,
f88r,B1A1C1,A2,1,2,2,False,
f88r,L1A1B2P2K1A1,C1,1,1,1,False,
f88r,K1U2A1,B2,1,1,1,False,
f88r,Q1J1A1,B2,1,6,9,False,
f88r,L1J1Q1A1,C1,1,1,1,False,
f88r,A1Q1,A2,1,10,18,False,
f88r,A1A3,F1,1,6,17,False,
f88r,A1Q2A3,B3,1,15,31,True,FUNCTION_WORD
f88r,A1Q1J1A1,B3,1,10,18,True,FUNCTION_WORD
f88r,K1K2A1,C1,1,8,14,True,Galbanum
f88r,D1A1Q1J1A1B1,A2,1,4,7,True,Cardamomum
f88r,K1J1A1B1,A2,1,10,22,False,
f88r,B1A1B2M1,A2,1,1,1,False,
f88r,K1J1A1B3A3,B3,1,1,1,False,
f88r,A2A1Q1J1A1B1,A2,1,1,1,False,
f88r,D1A1A1,C1,1,3,4,False,
f88r,A2Q1J1A1,C1,1,6,6,False,
f88r,L1,A2,1,16,27,False,
f88r,A1Q2A3B2B1,A2,1,1,1,False,
f88r,A1C1A3,B3,1,11,26,True,Crocus
f88r,B1A3C1,A2,1,2,5,False,
f88r,C2A1C1A1C1,A2,1,1,1,False,
f88r,A1Q2A2B1A3,Z1,1,1,1,False,
f88r,Q1A1A3V1,A2,1,1,1,False,
f88r,T1A1,B2,1,3,4,True,Galanga|Cubeba|Nux moschata
f88r,P1K1J1A1B2,A2,1,1,1,False,
f88r,A1Q2K1A1,B2,1,3,6,False,
f88r,A1B2B1,A2,1,3,4,False,
f88r,C2A3B2C2A3B2,A2,1,1,1,False,
f88r,B1K1J1,A2,1,2,5,False,
f88r,K1A1Q1A1,B2,1,2,4,False,
f88r,D1A1U1A1,B2,1,8,8,False,
f88r,B1L1J1A1,B2,1,5,9,True,Crocus
f88r,D1A1Q1K2,A2,1,12,27,False,
f88r,A1Q2J1A1,C1,1,10,18,True,Casia
f88r,K1A1C2A3B2,C2,1,1,1,False,
f88r,Q2J1A1,B2,1,8,11,False,
f88r,A1B2L1J1A1Ba,A2,1,1,1,False,
f88r,L1A1U1,A2,1,2,4,False,
f88r,L1K2A1,B2,1,3,6,False,
f88r,L1J1A1B2B1,B4,1,1,1,False,
f88r,A2K1J1,A2,1,3,10,False,
f88r,A1Q1A3,G1,1,14,30,True,Piper longum
f88r,K1A1C1K1A1B2C2A3,B2,1,1,1,False,
f88r,A1P2A2C2Q1A2B1A3,B2,1,1,1,False,
f88r,A1Q2A1C1A3,B3,1,3,3,False,
f88r,A1P2A3B2B1,A1,1,1,1,False,
f88r,P1A1K2A3,C1,1,1,1,False,
f88r,L1J1A1Q1,A2,1,3,5,False,
f88r,A1B2Q1K2,A2,1,5,15,False,
f88r,U2A1,B2,1,4,6,True,Zingiber|Mel despumatum
f88r,P1A1B2Ba,A2,1,1,1,False,
f88r,A1Q1A1B2B1,A2,1,3,3,False,
f88r,K1K2,A2,1,15,31,False,
f88r,Aa,C1,1,7,16,False,
f88r,A2Q1A3,C1,1,4,13,False,
f88r,U1J1,A2,1,6,6,False,
f88r,L1J1A3,C1,1,3,11,False,
f88r,A3B2C2,A2,1,1,1,False,
f88r,Q1A1,C1,1,5,6,True,Zingiber|Mel despumatum
f88r,K1A1B1,A2,1,8,21,False,
f88r,QaK1A1,C2,1,1,1,False,
f88r,A2Q1M1,A2,1,2,4,False,
f88r,K1J1A1Q2J1,A2,1,1,1,False,
f88r,K1J1Q2K1,A2,1,2,2,False,
f88r,A1P2A3,B2,1,3,3,False,
f88r,B1A1,B2,1,8,16,False,
f88r,D1A1J1Q1J1A1,C1,1,2,2,False,
f88v,B1A3,B2|C1|F1|F3|G1,8,21,38,False,
f88v,K1J1A1,A2|C1|C2,5,20,37,False,
f88v,A3,C1|G1,4,20,37,False,
f88v,D1A1Q1J1A1B1,A2,4,4,7,True,Cardamomum
f88v,K1J1A1B1,A2,4,10,22,False,
f88v,D1A1Q1K2,A2|Ab,3,12,27,False,
f88v,A1,B2,3,20,37,False,
f88v,L1J1A1,B2|C1,3,14,29,True,FUNCTION_WORD
f88v,K1J1A1Q1A3,B2|B3,2,2,7,False,
f88v,BaA3,B3|G1,2,20,30,False,
f88v,K1A1B1,A2,2,8,21,False,
f88v,D1A1Q2A1B1,A2,2,3,5,False,
f88v,L1J1,A1,2,13,29,False,
f88v,D1A1Q1,A2|Ab,2,9,20,False,
f88v,K1K2,C2,2,15,31,False,
f88v,A1Q2J1A1B1,A2,2,6,12,False,
f88v,K1J1A1U1,A2,2,2,5,True,Cardamomum
f88v,A1Q1AaB2A2,B1,1,1,1,False,
f88v,K1J1A1U2,A2,1,1,2,False,
f88v,T1J1A1,C1,1,5,5,True,Crocus
f88v,AaQ2A3,C1,1,2,4,False,
f88v,A3C1A1B1,A2,1,4,7,False,
f88v,A1Q2A1Q1A1,B2,1,1,1,False,
f88v,Q2J1A1B1A3,B2,1,3,3,False,
f88v,B2Q1J1,A1,1,1,8,False,
f88v,C2A1L1U1,A2,1,1,1,False,
f88v,C2A1C1Lb,A2,1,1,1,False,
f88v,C2A3B2BaA3,G1,1,1,1,False,
f88v,B1L1A1,C1,1,1,2,False,
f88v,L1A1,C1,1,14,27,True,FUNCTION_WORD
f88v,D1A1Q1J1A1B2K1J1,A2,1,1,1,False,
f88v,K1Q1J1A1,C1,1,1,1,False,
f88v,D1A1Q1J1A1,B3,1,11,22,True,FUNCTION_WORD
f88v,D1A1A3,G1,1,6,11,True,Myrrha
f88v,A1B2K1J1A1B1,A2,1,1,2,False,
f88v,D1A1J1Q1J1A1,B2,1,2,2,False,
f88v,K1,A1,1,18,32,False,
f88v,K1U1,A2,1,7,19,False,
f88v,D1A1K2,A2,1,4,10,False,
f88v,Q1J1,A2,1,3,6,False,
f88v,K1A1K2,A2,1,1,1,False,
f88v,Q1K2A1,Ba,1,4,7,False,
f88v,A2,,1,11,26,False,
f88v,C2,,1,19,29,False,
f88v,A1Q1J1A3,C1,1,4,9,False,
f88v,C1A3F3A3,B2,1,1,1,False,
f88v,K1J1A1C1A1,B2,1,1,1,False,
f88v,K1J1Q1A1,B2,1,2,2,False,
f88v,B1A3C1A3B2,A2,1,1,1,False,
f88v,A1Q2A1C1A3,B3,1,3,3,False,
f88v,A1Q2A1C1,A2,1,1,1,False,
f88v,K1J1A1C2B1,A2,1,1,1,False,
f88v,A1Q1A3,G1,1,14,30,True,Piper longum
f88v,Q1A1L1A1B2B1,A2,1,1,1,False,
f88v,A1P1A2Q1J1,A2,1,1,1,False,
f88v,D1A1Q2J1A1B1,A2,1,5,7,False,
f88v,A2P2A1B2A3,G1,1,2,2,False,
f88v,A1C1A3,G1,1,11,26,True,Crocus
f88v,A2L1J1A1,B1,1,2,4,False,
f88v,L1J1A1B1,A2,1,5,13,False,
f88v,K1A1,C1,1,20,37,False,
f88v,D1A1U1A1,B2,1,8,8,False,
f88v,A1Q1A1,B2,1,12,19,True,Piper nigrum
f88v,K1K2B1,A2,1,5,13,False,
f88v,D1A1Q1A1B1,A2,1,1,2,False,
f88v,A2Q1K2A1,C1,1,5,8,False,
f88v,K1A1U1,A2,1,5,10,False,
f88v,A1Q2A1,B2,1,10,20,True,Myrrha
f88v,K1K2A1,B2,1,8,14,True,Galbanum
f88v,C2A1Q2J1A1,B2,1,1,1,False,
f88v,K1A1Q2A3,B3,1,2,12,False,
f88v,A1B1A3,G1,1,9,20,True,FUNCTION_WORD
f88v,K1A1U2J1,A2,1,3,3,False,
f88v,B1,A2,1,11,22,False,
f88v,C2D1A1Q1J1,A1,1,1,1,False,
f88v,A1Q2J1A1,B2,1,10,18,True,Casia
f88v,Q2A1A3F3Lb,A2,1,1,1,False,
f88v,A1Q2K2A1B1,A2,1,2,3,False,
f88v,T1J1A1B1,A2,1,1,1,False,
f88v,A2Q1K1J1,A2,1,1,2,False,
f88v,K1A3B2A2Q1A1C1A3,F1,1,1,1,False,
f88v,BaA3F3A1B1A3,F1,1,1,1,False,
f88v,A2Q1J1A1B1A3,F1,1,1,2,False,
f88v,LbJ1B1,A2,1,2,3,False,
f88v,D1A1Q2J1,A1,1,6,14,False,
f88v,B2K1B1,A2,1,3,6,False,
f88v,D1A1Q1J1A1C1A3,F1,1,1,1,False,
f88v,Q2A1B2Q1K2A1B1A3,G1,1,1,1,False,
f88v,K1A1Q1A3,C1,1,4,14,False,
f88v,BaA3E1B3,B1,1,1,1,False,
f88v,L1K2B1,A2,1,4,11,False,
f88v,L1A1U3,A2,1,1,1,False,
f88v,D1A1Q1J1A1Ba,A2,1,2,3,False,
f88v,B1A1U3,A2,1,1,1,False,
f88v,A2Q1K2,A2,1,6,11,False,
f88v,Q2A1,C2,1,4,10,True,Zingiber|Mel despumatum
f88v,K1J1U1,A2,1,4,12,False,
f88v,C2A3B2B1,A2,1,1,1,False,
f88v,C2A3,G1,1,18,35,False,
f88v,K1A1Q1,A2,1,4,6,False,
f88v,L1,A2,1,16,27,False,
f88v,B1A3C1A3B3BaA3,B2,1,1,1,False,
f88v,A1Q2A2B1A3C1,A2,1,1,1,False,
f88v,A1Q2BaA1C1Ba,A2,1,1,1,False,
f88v,B1A3C1A3C1BaA3,B3,1,1,1,False,
f93r,C2,,13,19,29,False,
f93r,B1A3,B2|B3|F1|G1,6,21,38,False,
f93r,L1A1B1,A2,4,6,13,False,
f93r,B1A1,B2,4,8,16,False,
f93r,D1A1Q1A1,B2|C1,4,8,16,False,
f93r,L1A1,B2|C1,4,14,27,True,FUNCTION_WORD
f93r,L1A1B1A3,B2|B3|G1,4,1,8,False,
f93r,U2A1,B2|C2,4,4,6,True,Zingiber|Mel despumatum
f93r,K1A1,B2,3,20,37,False,
f93r,L1J1,A1|A2,3,13,29,False,
f93r,A1,B2,3,20,37,False,
f93r,K1A1B1A3,F1|G1,3,6,14,False,
f93r,K1,A1|C2,3,18,32,False,
f93r,A1A3,C1|F1,2,6,17,False,
f93r,K1A1Q2A1,B2|B3,2,1,2,False,
f93r,K1A1B1,A2,2,8,21,False,
f93r,D1A1Q2K1,A2|B1,2,2,7,False,
f93r,C2A1,B2|C2,2,10,18,True,FUNCTION_WORD
f93r,D1A1Q1K1,A1,2,3,12,False,
f93r,A1Q2A1,B2|C1,2,10,20,True,Myrrha
f93r,B2A1,C1|C2,2,4,18,False,
f93r,A1B1A3,B2|C1,2,9,20,True,FUNCTION_WORD
f93r,A2K1A1,C1|C2,2,3,5,False,
f93r,K1J1,A1|A2,2,13,30,False,
f93r,A1Q1K1J1A1,B1|C1,2,1,2,False,
f93r,Q1K1A1,B2|C1,2,2,5,True,Myrrha
f93r,Q2K1A1,C1|C2,2,2,5,True,Zingiber|Mel despumatum
f93r,U2,A1|A2,2,5,6,False,
f93r,Q1A1B1L1A1,B2,1,0,1,False,
f93r,A1Q2A1B2L1K2A1,C2,1,0,1,False,
f93r,A1U2A1B1A3B2,A2,1,0,1,False,
f93r,A1P1A3B2J1P2A1,B3,1,0,1,False,
f93r,A1J1P1K1Q1L1K2,A2,1,0,1,False,
f93r,D1A1Q2A1B1A3,F1,1,0,1,False,
f93r,A2K1A3,B3,1,0,3,False,
f93r,U2A1B1A3,C1,1,1,2,False,
f93r,A1Q2J1A1B1A3,B2,1,3,6,False,
f93r,A1P2K1A1L1,A2,1,0,1,False,
f93r,U2A1L1A1,B2,1,0,1,False,
f93r,B1L1,A1,1,0,1,False,
f93r,BaA3B2A1B1,A2,1,0,1,False,
f93r,A2Q2K1K1,A2,1,0,1,False,
f93r,C2K1A1BaK1,A2,1,0,1,False,
f93r,L1A1Q2A1,B2,1,0,1,False,
f93r,A2Q1K1B1,B4,1,1,2,False,
f93r,T2A1,B2,1,0,1,False,
f93r,A1Q2A1B1A3,C1,1,0,3,False,
f93r,Q2A1,C1,1,4,10,True,Zingiber|Mel despumatum
f93r,L1J1A1K2,C2,1,1,2,False,
f93r,A1B1,A2,1,3,7,False,
f93r,K1J1A1BaA3,G1,1,1,3,False,
f93r,L1K2A1B1,A2,1,0,1,False,
f93r,A1Q1K1J1A1B1,A2,1,0,1,False,
f93r,U2A1U1Ac,B2,1,0,1,False,
f93r,Q1J1A1,B2,1,6,9,False,
f93r,K1J1A1,B2,1,20,37,False,
f93r,U1A1B1,A2,1,0,1,False,
f93r,A1Q1J1A1,B2,1,10,18,True,FUNCTION_WORD
f93r,A1Q2J1A1,B2,1,10,18,True,Casia
f93r,A3,B2,1,20,37,False,
f93r,C2A3,B2,1,18,35,False,
f93r,L1J1A1B1A1,B3,1,1,2,False,
f93r,A2K1J1,A2,1,3,10,False,
f93r,U1A1,C2,1,4,5,True,Zingiber|Mel despumatum
f93r,A1K1A1,B2,1,1,3,False,
f93r,K1J1A1B1A3,B3,1,7,17,False,
f93r,K1A1L1,A2,1,0,1,False,
f93r,K1U1,C2,1,7,19,False,
f93r,Q2K1J1,A1,1,1,8,False,
f93r,B2,,1,7,22,False,
f93r,A1B2Q1K2,C2,1,5,15,False,
f93r,LbA1BaA3,G1,1,0,1,False,
f93r,L1J1A1Q1,A2,1,3,5,False,
f93r,A2K1A1U1,A2,1,0,1,False,
f93r,A1C2A1,C2,1,0,1,False,
f93r,L1U2,A2,1,1,5,False,
f93r,K1AaQ2A3,B2,1,0,1,False,
f93r,A1Q1A1,C1,1,12,19,True,Piper nigrum
f93r,Q2J1A1B2,C2,1,0,1,False,
f93r,A2K1A1U2,A2,1,0,1,False,
f93r,K1A1Q2J1,A2,1,0,1,False,
f93r,Q2K2A2,C2,1,0,1,False,
f93r,A2C2A3,G1,1,2,4,False,
f93r,K1A1Q2A3,C1,1,2,12,False,
f93r,A1K1J1A1B1A3,G1,1,0,1,False,
f93r,U1J1A1B1,A2,1,2,3,True,Styrax
f93r,A1B1A1,B2,1,3,4,False,
f93r,S1K1,A1,1,0,1,False,
f93r,A1B2K1A1,B1,1,2,3,False,
f93r,K1A1Q1A3,B2,1,4,14,False,
f93r,C2K1A1,C2,1,0,1,False,
f93v,B1A3,C1|F3|G1,5,21,38,False,
f93v,K1A1B1,A2,3,8,21,False,
f93v,C2,,3,19,29,False,
f93v,D1A1Q2K1A1,B2,2,2,2,False,
f93v,A1Q1,A2,2,10,18,False,
f93v,BaA3,C1|G1,2,20,30,False,
f93v,U2A1,B2|B4,2,4,6,True,Zingiber|Mel despumatum
f93v,K1J1A1B1A3,C1|G1,2,7,17,False,
f93v,K1A1,B2,2,20,37,False,
f93v,U1A1,B2,2,4,5,True,Zingiber|Mel despumatum
f93v,A1B2,A1|A2,2,9,12,False,
f93v,A2Q2K1A1,B2,2,1,1,False,
f93v,A1Q1K1J1,A2,2,4,10,False,
f93v,P1A1C2L1J1A1B1,A2,1,1,1,False,
f93v,D1A1Q2K2,A1,1,7,20,False,
f93v,D1A1L1A1T1,A2,1,1,1,False,
f93v,A1P1K1A1B1,A2,1,1,1,False,
f93v,A1P1A1,C1,1,2,4,False,
f93v,A1P1K1,A2,1,2,7,False,
f93v,A1Q2K1BaA3,B2,1,1,1,False,
f93v,A1,C1,1,20,37,False,
f93v,L1A1B1A3,G1,1,1,8,False,
f93v,A2Q2K2A1B1,Ab,1,3,4,False,
f93v,D1A1Q2A1Ba,A2,1,1,1,False,
f93v,D1A1U2A1Ba,A2,1,1,1,False,
f93v,A2Q2J1,A2,1,1,1,False,
f93v,BaK1A1,C2,1,1,1,False,
f93v,D1A1U1A1,B2,1,8,8,False,
f93v,A1Q2,Ab,1,8,21,False,
f93v,A1Q2A3,B2,1,15,31,True,FUNCTION_WORD
f93v,A1Q1A1,B2,1,12,19,True,Piper nigrum
f93v,C2A1,B2,1,10,18,True,FUNCTION_WORD
f93v,L1A1,B2,1,14,27,True,FUNCTION_WORD
f93v,L1BaK1,A2,1,1,1,False,
f93v,D1A1Q1K1A1,B2,1,3,6,False,
f93v,D1A1Q1K1A1B1,A2,1,1,1,False,
f93v,U6,,1,1,1,False,
f93v,A2Q1K1,A2,1,2,2,False,
f93v,Q2L1A1Q1,A2,1,1,1,False,
f93v,U2A1Ba,A2,1,1,1,False,
f93v,B1K1A1,B4,1,2,4,True,Rosa
f93v,A1Q2J1A1,Ja,1,10,18,True,Casia
f93v,K1A1B1A3,G1,1,6,14,False,
f93v,D1A1K1A1U2,A2,1,1,1,False,
f93v,U2,Aa,1,5,6,False,
f93v,K1Q1K2,A2,1,3,5,False,
f93v,U2A1B1,A2,1,3,3,False,
f93v,L1J1A2A1Q1A3,B3,1,1,1,False,
f93v,A1K2,C2,1,3,5,False,
f93v,U1J1A1B1,A2,1,2,3,True,Styrax
f93v,D1Q1K1K2,A2,1,1,1,False,
f93v,Q1A1B2B1,A2,1,1,1,False,
f93v,Q2K1A1B1A3,G1,1,1,1,False,
f93v,U2J1A1,C2,1,8,8,True,FUNCTION_WORD
f93v,LbA1B1A3,F1,1,1,1,False,
f93v,D1A1Q1K2A3,B3,1,1,5,False,
f93v,B1K1,A1,1,1,1,False,
f93v,Q2J1A1,B2,1,8,11,False,
f93v,L1J1A1,B2,1,14,29,True,FUNCTION_WORD
f93v,K1K2A1B2B1A3,F3,1,1,1,False,
f93v,U2J1,A2,1,9,14,False,
f93v,B1L1J1A1,B4,1,5,9,True,Crocus
f93v,A1Q1K2,A2,1,12,26,False,
f93v,B1A3B3,A1,1,1,1,False,
f93v,A1B1M1A1B1,B2,1,1,1,False,
f93v,A1Q1L1,A1,1,1,2,True,Styrax
f93v,C2A3,C1,1,18,35,False,
f93v,A2K1A1,B2,1,3,5,False,
f93v,K1,C2,1,18,32,False,
f93v,U1,A2,1,3,3,False,
f93v,K1K2A1,B2,1,8,14,True,Galbanum
f94r,A1Q1A3,B2|C1|F3|G1,4,14,30,True,Piper longum
f94r,A1,B2|C1,4,20,37,False,
f94r,B1A3,B2|G1|G3,3,21,38,False,
f94r,D1A1Q1A3,B2|F3|G1,3,11,27,False,
f94r,D1A1Q1,A2,2,9,20,False,
f94r,Q1A3,C1|C2,2,6,22,False,
f94r,A3,B3,2,20,37,False,
f94r,A1B2Q1A3,F1|G1,2,6,16,False,
f94r,A2Q1A3,B2|G1,2,4,13,False,
f94r,A1Q2A3,C1|F1,2,15,31,True,FUNCTION_WORD
f94r,BaA3,B3|C1,2,20,30,False,
f94r,K1,A2|Q1,2,18,32,False,
f94r,K1B1,A2,2,8,17,False,
f94r,Q2K1J1B1,A2,1,4,10,False,
f94r,A1P1A3,G3,1,9,15,False,
f94r,K1J1BaA3,G1,1,3,14,False,
f94r,B1L1K2B1,A2,1,1,3,False,
f94r,D1A1P1K1J1B1A3,B2,1,1,2,False,
f94r,Q1J1A1B1A3,G1,1,3,3,False,
f94r,A1Q2A3B2A3,G1,1,2,4,False,
f94r,A1A3,C1,1,6,17,False,
f94r,B1A1,C1,1,8,16,False,
f94r,K1J1A1B1,A2,1,10,22,False,
