Folio,Stem,Final_Atoms,Token_Count,N_Matched_Folios,N_Total_Recipe_Folios,Is_Identified,Identification
f113r,Q1L1AaC1A3,G1,1,0,1,False,
f113r,D1A1Q1K2A1A3,C1,1,0,1,False,
f113r,L1A1Q2J1A1,B2,1,0,1,False,
f113r,B2Q1B2K1J1A1,B2,1,0,1,False,
f113r,K1B1A3,F1,1,3,12,False,
f113r,T1A1U4,A2,1,0,1,False,
f113r,U1A2B1,A2,1,0,1,False,
f113r,L1J1B1J1,G3,1,0,1,False,
f113r,A1Q2K1B1,A2,1,0,4,False,
f113r,L1A1Q1K1,A2,1,0,2,False,
f113r,L1U1J1,A2,1,0,2,False,
f113r,B2L1A1,C1,1,1,2,False,
f113r,A1Q1J1A1Ba,A2,1,1,3,False,
f113r,Q2K1A1A3,C1,1,0,1,False,
f113r,L1K2A1B1A3,G1,1,0,2,False,
f113r,A1Q2K1A1,B1,1,3,6,False,
f113r,D1A1P1A3,B3,1,4,7,False,
f113r,A2Q1J1A1J1L1,A2,1,0,1,False,
f113r,Q1,G1,1,1,5,False,
f113r,K1A1U2,A2,1,0,3,False,
f113r,B2Q1K1A1,C1,1,0,1,False,
f113r,K1A1P1K1J1,A2,1,0,1,False,
f113r,A3C1A1B1,A2,1,4,7,False,
f113r,P1K1J1B1A3,F3,1,3,8,False,
f113r,L1A1Q2J1B1,A2,1,0,1,False,
f113r,D1A1P1K1A1B1,A2,1,0,1,False,
f113r,K1P2K1A1,B2,1,0,1,False,
f113r,Q1K1B1A3,G1,1,0,1,False,
f113r,K1P1K1L1Ba,A2,1,0,1,False,
f113r,L1J1B1,A2,1,6,22,False,
f113r,C2A3F3,A2,1,2,4,False,
f113r,Q2A1,B2,1,4,10,True,Zingiber|Mel despumatum
f113r,K1J1L1,A2,1,0,1,False,
f113r,K1A3C1B2Q1K2A1Ba,A2,1,0,1,False,
f113r,B2A1A3,G1,1,0,3,False,
f113r,Q2K1A1,B2,1,2,5,True,Zingiber|Mel despumatum
f113r,B2L1J1A1,B2,1,1,2,False,
f113r,A2C1A3,G1,1,0,1,False,
f113r,Q2K1J1A1B1,A2,1,0,3,False,
f113r,L1J1A1Q1,A2,1,3,5,False,
f113r,A3Q1K1,A2,1,0,1,False,
f113r,K1M1A1C1A3,F1,1,0,1,False,
f113r,B2K1A1B2Q1A3,G1,1,0,1,False,
f113r,K1J1A1Q1J1Ba,A2,1,0,1,False,
f113r,B2A1BaA3,C1,1,0,1,False,
f113r,A2L1K2A1A3,G1,1,0,1,False,
f113r,A3B2Q1K2A1,B2,1,1,2,False,
f113r,K1Q2K1A1,B2,1,0,1,False,
f113r,Q1K1J1A1B1,A2,1,1,3,False,
f113r,P2A1B2K1J1A3,C1,1,0,1,False,
f113r,A1Q2J1A1,B2,1,10,18,True,Casia
f113r,B2L1J1B1,A2,1,2,6,False,
f113r,B2Q1L1J1B1,Ab,1,0,3,False,
f113r,LbM1Q1,A2,1,0,1,False,
f113r,D1K1A3,C1,1,0,1,False,
f113r,L1Q1K1J1B1,A2,1,0,2,False,
f113r,A1P1,A2,1,0,1,False,
f113r,A2Q2A3,G1,1,5,14,False,
f113r,U1A3,C1,1,1,2,False,
f113r,L1U1,A2,1,3,8,False,
f113r,A1SaA3,C1,1,0,1,False,
f113r,JaQ1,A2,1,0,1,False,
f113r,K1AaQ1A3,F1,1,0,2,False,
f113r,L1A1B1A3,G1,1,1,8,False,
f113r,L1Q1A3,G1,1,2,5,False,
f113r,K1U2A3,B2,1,1,3,False,
f113r,A1Q1L1J1Ba,A2,1,0,1,False,
f113r,T1A1A3,B2,1,1,2,False,
f113r,K1A1U1,A2,1,5,10,False,
f113r,P1A3B2L1C2A3,C1,1,0,1,False,
f113r,B2L1BaA3,G1,1,0,1,False,
f113r,A1Q2L1C2A3,G1,1,0,1,False,
f113r,L1A1T1,A2,1,0,1,False,
f113r,D1A1P1K1J1A3,C1,1,0,1,False,
f113r,L1QaA3,F3,1,0,1,False,
f113r,D1A1P1K1B1,A2,1,3,8,False,
f113r,D1A1Q2K2B1,A2,1,5,15,False,
f113r,B2B1,A2,1,2,5,False,
f113r,A2L1C2L1K2,A1,1,0,1,False,
f113r,B2Q1K2A1,C2,1,1,5,False,
f113r,D1A1Q1M1,C2,1,7,15,False,
f113r,A1U1,A2,1,0,1,False,
f113r,D1A1C2A3,F1,1,0,2,False,
f113r,B1K1K2,A2,1,2,4,False,
f113r,L1J1AaB1,A2,1,0,1,False,
f113r,Q2L1J1B1,A2,1,0,4,False,
f113r,L1J1A1T1,A2,1,1,2,False,
f113r,A1Q1K1B1,A2,1,1,4,False,
f113r,P1K1J1A1B1,A2,1,2,4,False,
f113r,A1P1K1J1A3,C1,1,0,1,False,
f113r,A1P1K1J1B1,A2,1,5,15,False,
f113r,B2P2K1J1B1,A2,1,0,1,False,
f113r,D1A1Q2K2,A2,1,7,20,False,
f113r,BaA3,G1,1,20,30,False,
f113r,A1Q1K1J1,B1,1,4,10,False,
f113r,P1K1J1A1U1,A2,1,0,1,False,
f113r,D1A1P1L1M1,A2,1,0,1,False,
f113r,B2Q1J1A1B1,A2,1,0,3,False,
f113r,Q1K1J1A1B1A3,G1,1,0,2,False,
f113r,D1A1P1A1K2,A2,1,0,1,False,
f113r,P1A1Q1K2,A2,1,0,1,False,
f113r,A3B2,A2,1,2,9,False,
f113r,K1J1A1Q1J1A1,B2,1,1,2,False,
f113r,K1K1K2,A2,1,0,1,False,
f113r,U2J1,C2,1,9,14,False,
f113r,U2K2,A2,1,6,7,False,
f113r,U2A3C1A3,B5,1,0,1,False,
f113r,L1,K2,1,16,27,False,
f113r,D1,A1,1,5,12,True,Bdellium
f113r,B1L1J1,A1,1,0,4,False,
f113r,B2Q1K2K1J1,A2,1,0,1,False,
f113r,A1Q1K2A1Ba,A2,1,1,2,False,
f113r,P1K1J1A1B1A3,G1,1,1,4,False,
f113r,L1A1B2Q1K2K1,A2,1,0,1,False,
f113r,A3B2Q1A3,C1,1,4,11,False,
f113r,Q2K1J1A1,C1,1,0,3,False,
f113r,P1K1A1,C1,1,4,6,False,
f113r,A2Q1K1J1A1,C1,1,0,1,False,
f113r,LbK2A1,B1,1,0,1,False,
f113r,K1K2Q1,A2,1,0,5,False,
f113r,B2Q1J1Ba,A2,1,3,6,False,
f113r,Q2K1A1B1A3F3A1,C2,1,0,1,False,
f113r,A1P1K1J1,A2,1,5,12,False,
f113r,K1Q2A3,G3,1,3,10,False,
f113r,L1J1Ba,A2,1,4,17,False,
f113r,D1A1Q2Aa,C1,1,2,4,False,
f113r,D1A1Q2A1B1,A2,1,3,5,False,
f113r,Q2J1Ba,A2,1,0,4,False,
f113r,K1J1A1Q1K2Aa,C2,1,0,1,False,
f113r,K1Q1A3B2Q1A3,C1,1,0,1,False,
f113r,A3C1A3G1A1,B2,1,0,1,False,
f113r,A2,,1,11,26,False,
f113r,Q1K2K1J1,A2,1,0,1,False,
f113r,K1A1B2Q1K2Ba,A2,1,0,1,False,
f113r,Q1K1J1,C2,1,2,8,False,
f113r,A1C1A3,B3,1,11,26,True,Crocus
f113r,Q2K1A1A3C1AaC1L1,A2,1,0,1,False,
f113r,L1J1,A2,1,13,29,False,
f113r,L1J1A1B2Q1K1,A2,1,0,1,False,
f113r,D1A1Q1J1A1,B2,1,11,22,True,FUNCTION_WORD
f113r,K1J1U1,A2,1,4,12,False,
f113r,C1A3B2K1,C2,1,0,2,False,
f113r,B2Q1M1,A2,1,0,8,False,
f113r,A1Q1M1,A2,1,4,12,False,
f113r,B2K1A1C1A3,G1,1,0,1,False,
f113r,Q2K1J1B1,A2,1,4,10,False,
f113r,K1K2A1,C2,1,8,14,True,Galbanum
f113r,A3F3A1B1,A2,1,0,1,False,
f113r,A1Q1A3B2A3,B2,1,2,6,False,
f113r,B2A1A3C1,A2,1,0,1,False,
f113v,A3,B2|C1|F1|F3|G1|H1,48,20,37,False,
f113v,A1Q2A3,B2|C1|F1|F3|G1|G3,26,15,31,True,FUNCTION_WORD
f113v,A1Q1A3,B2|C1|F1|G1|H1,25,14,30,True,Piper longum
f113v,D1A1Q1A3,C1|F1|F3|G1,17,11,27,False,
f113v,B1A3,B2|C1|F3|G1|H1,9,21,38,False,
f113v,D1A1Q2A3,B3|C1|F1|G1,8,9,25,False,
f113v,A1,|B2|C1|Q2,8,20,37,False,
f113v,B2Q1A3,C1|G1,7,5,20,False,
f113v,A1B2A3,B2|B3|C1|G1,7,10,21,False,
f113v,K1J1A1,B2|C1|C2,6,20,37,False,
f113v,A1Q2K2,A1|A2|C2,5,13,26,False,
f113v,K1K2,A2,5,15,31,False,
f113v,D1A1Q1K2Ba,A2|Ab,4,3,13,False,
f113v,A1B2Q1A3,B3|C1|G1,4,6,16,False,
f113v,P1A1B2A3,G1,4,1,5,False,
f113v,A1Q2K1J1,A2|C2,3,2,9,False,
f113v,A1Q2J1A1,B2,3,10,18,True,Casia
f113v,D1A1Q1K2,A2,3,12,27,False,
f113v,A1Q2A1,B2|C1,3,10,20,True,Myrrha
f113v,A1Q1,A1|A2|G1,3,10,18,False,
f113v,U2A1,B2|C1,3,4,6,True,Zingiber|Mel despumatum
f113v,A1Q1K2,A1|A2,3,12,26,False,
f113v,B2Q1K2,A2,3,5,16,False,
f113v,B2Q1,A2|B2|K1,3,3,12,False,
f113v,Q1A3,C1|F1|G1,3,6,22,False,
f113v,B2,|A1|C2,3,7,22,False,
f113v,K1J1A1B1,A2,3,10,22,False,
f113v,B2A1,B2|C1,3,4,18,False,
f113v,A1Q2J1,A1|A2|G1,3,6,13,False,
f113v,L1J1,A2|Q1,3,13,29,False,
f113v,Q1K2,A1|A2,3,9,16,False,
f113v,D1A1,B2|Q2,3,6,22,True,Myrrha
f113v,A1Q2M1,A2|Ab,3,2,7,False,
f113v,A1P1K1J1B1,A2,2,5,15,False,
f113v,K1A1Q2A3,C1|F3,2,2,12,False,
f113v,A1B2A1,B2|G1,2,2,7,False,
f113v,A1Q2K2B1,A2,2,8,21,False,
f113v,A1Q2,A3|B2,2,8,21,False,
f113v,A1Q2K2Ba,A2,2,3,10,False,
f113v,K1A1Q1A3,B3|G1,2,4,14,False,
f113v,D1A1Q1K1J1B1,A2,2,3,10,False,
f113v,A1B2Q1K2,A2,2,5,15,False,
f113v,C1A3,B3|G1,2,8,23,True,Cardamomum
f113v,D1A1Q2A1,B2|C1,2,4,11,False,
f113v,P1K1J1A1,B2,2,4,9,True,Cinnamomum
f113v,B2K1K2,A2,2,2,7,False,
f113v,B2Q1K1J1,A2|C2,2,0,4,False,
f113v,A1P1A3,B3|G1,2,9,15,False,
f113v,A1Q2K1A3,B3|C1,2,0,1,False,
f113v,A3C1A3,B3|Lg,2,6,12,False,
f113v,B2K1J1B1,A2,2,4,16,False,
f113v,K1J1A3,B2|G1,2,3,12,False,
f113v,K1J1Ba,A2,2,7,19,False,
f113v,B1,A2,2,11,22,False,
f113v,P2A1B2A1C1A3C1A1,B3,1,0,1,False,
f113v,D1A1Q1K2B1A1B1,A2,1,0,1,False,
f113v,K1J1A2Q1K2A1,A2,1,0,1,False,
f113v,C1A1,B2,1,4,12,False,
f113v,K1C2A3B3A1Q1,A2,1,0,1,False,
f113v,Q2J1A1A3,C1,1,0,1,False,
f113v,A2K1K2,A2,1,7,17,False,
f113v,A1Q1K1,A2,1,4,9,False,
f113v,B2Q1K1B1,A2,1,0,2,False,
f113v,K1J1A2A1,C1,1,0,1,False,
f113v,C2A3,C1,1,18,35,False,
f113v,AaQ1K2A1B1A3,C1,1,0,1,False,
f113v,P2K1A1U2J1A1B1,A2,1,0,1,False,
f113v,Q1K2A1B1A3,C1,1,1,3,False,
f113v,C1K1J1Ba,A2,1,0,2,False,
f113v,D1A1Q1J1K1,A2,1,1,6,False,
f113v,A1P1AaC1A3,G1,1,0,1,False,
f113v,A1Q2J1A1B1,A2,1,6,12,False,
f113v,A3C1A1L1,A2,1,0,1,False,
f113v,B1K1J1A1,C2,1,5,9,False,
f113v,A1Q2J1Ba,A2,1,4,13,False,
f113v,A1Q2A1B1A3,G1,1,0,3,False,
f113v,C1K1K2,A2,1,0,2,False,
f113v,D1A1K2A3,C1,1,0,1,False,
f113v,A1Q2J1B1Aa,C1,1,0,1,False,
f113v,Q2K1J1A1B2K1,A2,1,0,1,False,
f113v,B2K1J1A1,B2,1,1,8,False,
f113v,K1A1U1,A2,1,5,10,False,
f113v,K1J1A1B1A3F2B1A3,G1,1,0,1,False,
f113v,P2K1J1L1,B1,1,0,1,False,
f113v,Q2J1A1B1,A2,1,1,3,False,
f113v,B2Q1K2A1B1,A2,1,0,3,False,
f113v,B2K1J1A3B2A3E1,B3,1,0,1,False,
f113v,L1A1U1A1,B2,1,0,1,False,
f113v,A1P1K1J1Ba,A2,1,1,5,False,
f113v,A1Q2J1A3,B2,1,4,8,False,
f113v,A2K1J1A1B1,A2,1,1,2,False,
f113v,D1A1Q1K2A1,C1,1,3,9,True,Casia
f113v,K1A1B2Q2A3,C1,1,0,1,False,
f113v,A1B1A3,B2,1,9,20,True,FUNCTION_WORD
f113v,L1J1U1,A2,1,2,6,False,
f113v,Q2A1Q1,A2,1,0,1,False,
f113v,K1J1U1A1,B2,1,0,2,False,
f113v,K1A1B2Q1A3,G1,1,1,4,False,
f113v,A1B2K1,A2,1,0,4,False,
f113v,A1Q2J1BaA2A3,C1,1,0,1,False,
f113v,Q1J1Ba,A2,1,0,3,False,
f113v,A1B2A3C1A3,G1,1,1,2,False,
f113v,Q1K1J1,A2,1,2,8,False,
f113v,A1P1K1J1,A2,1,5,12,False,
f113v,C1,A1,1,8,21,False,
f113v,A1C1L1J1A1,C1,1,0,1,False,
f113v,A1Q2Aa,B2,1,3,4,False,
f113v,B2Q1J1B1A3,B2,1,1,3,False,
f113v,C2A1B2K1J1Ba,Ab,1,0,1,False,
f113v,A1Q2L1J1A1B1,A2,1,0,1,False,
f113v,A3C1,B2,1,3,8,False,
f113v,A1B2K1J1,A2,1,3,8,True,Crocus
f113v,A1C1A1,C1,1,1,6,False,
f113v,P1A1C1A3,G1,1,1,3,False,
f113v,A1Q1A1,B2,1,12,19,True,Piper nigrum
f113v,L1J1B1,A2,1,6,22,False,
f113v,A1Q2K1B1,A2,1,0,4,False,
f113v,D1A1Q2K2BaA3,C1,1,0,1,False,
f113v,C1A1C1A3,B2,1,0,1,False,
f113v,P2K1,K2,1,1,2,False,
f113v,B2B2A1,C1,1,0,2,False,
f113v,L1K2,A2,1,11,27,False,
f113v,K1A1,C1,1,20,37,False,
f113v,A1Q1J1L1A1,C2,1,0,1,False,
f113v,A1B2K1J1Ba,A2,1,1,2,False,
f113v,AaQ1A3,G1,1,2,11,False,
f113v,A1B2,A1,1,9,12,False,
f113v,XoA3C1A3,C1,1,0,1,False,
f113v,A1J1Q1,A2,1,0,1,False,
f113v,AaQ2K1K2B1A3,G1,1,0,1,False,
f113v,Q2K1Ba,A2,1,0,1,False,
f113v,Q1K1J1A1,C1,1,1,2,False,
f113v,CdA3,G1,1,0,2,False,
f113v,D1A1Q1A3C1A3,B3,1,0,2,False,
f113v,K1,B2,1,18,32,False,
f113v,K1BaJ1,G1,1,0,1,False,
f113v,LbJ1A1,C1,1,2,5,False,
f113v,A1Q1A3B2K1J1Ba,A2,1,0,1,False,
f113v,C2A3C1A3,G1,1,0,4,False,
f113v,L1J1Ba,A2,1,4,17,False,
f113v,A2Q2M1A1,C1,1,0,1,False,
f113v,P1A2K1B1A3,C1,1,0,1,False,
f113v,K1U1J1B1,Ab,1,1,4,False,
f113v,A1Q2L1J1Ba,A2,1,0,2,False,
f113v,Q2K1K2P1K1J1,A2,1,0,1,False,
f113v,D1A1Q1A1B1,A2,1,1,2,False,
f113v,B2Q1J1L1Ba,A2,1,0,1,False,
f113v,P2K1A1U2Aa,C1,1,0,1,False,
f113v,BaA3,G1,1,20,30,False,
f113v,D1A1Q1K2A1B1,A2,1,2,7,False,
f113v,K1J1U2,A2,1,1,6,False,
f113v,K1J1,B1,1,13,30,False,
f113v,B2K1A3,B2,1,0,5,False,
f113v,D1U1A3,B3,1,0,1,False,
f113v,K1W1,A2,1,0,3,False,
f113v,K1A1B1,A2,1,8,21,False,
f113v,A1Q2A3C1,A2,1,0,1,False,
f113v,K1Q2A1,B2,1,0,1,False,
f113v,Q2A3C1A1,B2,1,0,3,False,
f113v,K1P1Q1K1J1A1,C2,1,0,1,False,
f113v,A3U4A3,C1,1,0,1,False,
f113v,K1K2Q1,A2,1,0,5,False,
f113v,A3B2,A2,1,2,9,False,
f113v,A2Q1A3,G1,1,4,13,False,
f113v,K1AaQ1A3,F3,1,0,2,False,
f113v,B2A1A3,C1,1,0,3,False,
f113v,Q2A1Q1A3C1,A2,1,0,1,False,
f113v,B2Q1K2B1,A2,1,3,13,False,
f113v,D1A1P1K1J1,A2,1,2,7,False,
f113v,Q1K2A1,C1,1,4,7,False,
f113v,A1P1LbJ1B1,A2,1,0,1,False,
f113v,Q1K2K1,A2,1,0,1,False,
f113v,D1A1Q2K2A1,B2,1,1,4,False,
f113v,D1A1Q2A1B1,A2,1,3,5,False,
f113v,B2A1Q2,A2,1,0,3,False,
f113v,A2K1K2A1B2K1K2,A1,1,0,1,False,
f113v,A3B2Q1K2B1,A2,1,1,3,False,
f113v,P1A3,G3,1,3,7,False,
f113v,A1LgA1,X1,1,0,1,False,
f113v,ToK2,A2,1,0,1,False,
f113v,T1J1B1,A2,1,3,4,False,
f113v,A1P1K1J1A1B1,A2,1,0,1,False,
f113v,A1Q1A3B2K1Ba,A2,1,0,1,False,
f113v,A2Q1K2A1,B2,1,5,8,False,
f113v,K1J1B1,A2,1,8,24,False,
f113v,A1B2Q1M1,A2,1,1,5,False,
f113v,U2J1,A2,1,9,14,False,
f113v,A3C1A3B2,B4,1,0,1,False,
f113v,A2LbK2,A2,1,0,1,False,
f113v,D1A1K2,A2,1,4,10,False,
f113v,L1A1B1,A2,1,6,13,False,
f113v,Q2K2A1A3,C1,1,0,1,False,
f113v,K1U1A3,G1,1,1,4,False,
f113v,L1J1A1,B2,1,14,29,True,FUNCTION_WORD
f113v,K1A3,C1,1,7,23,True,Crocus
f113v,P1AaB2C2A3F3,A2,1,0,1,False,
f113v,D1A1P2K1J1A1,B2,1,0,1,False,
f113v,A1P1A3B2A1,C1,1,0,1,False,
f113v,A1P2K1,C1,1,0,2,False,
f113v,A1Q1K1J1,A2,1,4,10,False,
f113v,K1J1Q1,A2,1,4,11,False,
f113v,A1Q2J1K1K2B1,A2,1,0,1,False,
f113v,K1U1J1,A2,1,3,11,True,Amomum
f113v,K1J1A3C1A3,B3,1,0,2,False,
f113v,A1P2A3C1A3,B2,1,0,1,False,
f113v,A1Q1M1B1,A2,1,1,4,False,
f113v,Q2L1J1B1,A2,1,0,4,False,
f113v,A1Q2K1J1A2P1K1J1B1,A2,1,0,1,False,
f113v,Q2L1,A1,1,0,1,False,
f113v,B2Q2J1A3,B3,1,0,1,False,
f113v,A2B1A3,G1,1,1,4,False,
f113v,P1K1A1B2Q1,A2,1,0,2,False,
f113v,A3F3A1,B2,1,1,6,False,
f113v,A1Q1K2Ba,Ab,1,5,9,False,
f113v,K1A1Q1A1,C1,1,2,4,False,
f113v,L1K2Ba,A2,1,0,4,False,
f113v,Q2K2A3,C1,1,0,1,False,
f113v,A1Q2A1C1L1K2,A2,1,0,1,False,
f113v,D1A1Q2J1A3,B2,1,0,2,False,
f113v,A1L1J1A1,B2,1,0,1,False,
f113v,A3B2A1,H1,1,1,10,False,
f113v,K1J1Q1J1,A2,1,0,1,False,
f113v,K1U2,A2,1,4,13,False,
f113v,D1A1Q2A3B3B2,C1,1,0,1,False,
f113v,A1C1A3,G1,1,11,26,True,Crocus
f113v,A3B2Q1A3,F1,1,4,11,False,
f113v,B2Q1M1B1,A2,1,0,2,False,
f113v,D1,A1,1,5,12,True,Bdellium
f113v,N1,A2,1,0,1,False,
f113v,P1A1,B2,1,2,5,False,
f113v,D1A1M1,C2,1,1,6,False,
f113v,P2K1J1Ba,A2,1,0,2,False,
f113v,A1Q2A3Q1J1A1,B2,1,0,1,False,
f113v,A2K1J1A1,B2,1,3,8,False,
f113v,B2Q1M1,C2,1,0,8,False,
f113v,K1Q1A3,F1,1,3,15,False,
f113v,A1B2K1J1B1,A2,1,0,3,False,
f113v,A3G1A1,C2,1,0,1,False,
f113v,A3C1A1,B2,1,3,6,False,
f113v,L1J1A3,C1,1,3,11,False,
f113v,A1Q1M1A1B1,A2,1,0,1,False,
f113v,D1A1Q1K1Ba,A2,1,2,4,False,
f113v,B2A3,F1,1,3,11,False,
f113v,Q1L1K2A1,B2,1,1,2,False,
f113v,Q2A3,F3,1,7,22,False,
f113v,A3Q1A3,B2,1,0,4,False,
f113v,D1A1P1K1J1BaA2B2B1,A2,1,0,1,False,
f113v,A2,,1,11,26,False,
f113v,B2L1K2Ba,A2,1,0,1,False,
f113v,D1A1Q1M1Ba,A2,1,0,1,False,
f113v,A2L1J1,A2,1,3,7,False,
f113v,Q2K2,A1,1,4,6,False,
f113v,K1J1A1Q1A3,F1,1,2,7,False,
f113v,B2Q2A3,B2,1,0,5,False,
f113v,Q1K2Ba,A2,1,0,7,False,
f114r,B1A3,B2|B3|C1|C2|F1|F3|G1|H1,26,21,38,False,
f114r,A3,B2|C1|F1|F3|G1|G3,20,20,37,False,
f114r,A1,A2|B2|C1|G1,10,20,37,False,
f114r,A1Q2A3,B2|C1|F1|F3|G1,10,15,31,True,FUNCTION_WORD
f114r,D1A1Q1A3,B2|C1|F3|G1,9,11,27,False,
f114r,K1J1,A1|A2|B1|Ba|C2,9,13,30,False,
f114r,A1Q1A3,C1|F1|F3|G1,9,14,30,True,Piper longum
f114r,K1K2,A1|A2|B1|C2,7,15,31,False,
f114r,K1J1B1,A2|Ab,7,8,24,False,
f114r,D1A1B1A3,F3|G1,6,6,13,False,
f114r,D1A1Q2A3,C1|G1,6,9,25,False,
f114r,K1B1A3,C1|F3|G1,5,3,12,False,
f114r,K1A1B1A3,B2|C1|G1,5,6,14,False,
f114r,K1J1B1A3,B2|G1|H1,5,5,16,False,
f114r,K1A1,B2|C1|C2,5,20,37,False,
f114r,K1B1,A2,4,8,17,False,
f114r,Q1A3,C1|F3|G1,4,6,22,False,
f114r,D1A1Q1K2B1A3,F1|F3|G1,4,1,5,False,
f114r,D1A1Q1K1J1B1,A2|Ab,4,3,10,False,
f114r,A2,,4,11,26,False,
f114r,A1B2Q1A3,G1|G3,4,6,16,False,
f114r,C1A3,B3|G1,3,8,23,True,Cardamomum
f114r,B1A1,B2|H1,3,8,16,False,
f114r,A1Q2J1B1,A2|Ab,3,6,14,False,
f114r,A1Q2A1,B2|B3,3,10,20,True,Myrrha
f114r,A1Q2K1J1B1,A2|Ab,3,2,8,False,
f114r,C2A3,F1|F3,3,18,35,False,
f114r,D1A1A3,B2|F1|G1,3,6,11,True,Myrrha
f114r,A1B1A3,C1|G1|G3,3,9,20,True,FUNCTION_WORD
f114r,P1K1J1A1,C2,2,4,9,True,Cinnamomum
f114r,A2Q2A3,F1|G1,2,5,14,False,
f114r,L1J1B1,A2,2,6,22,False,
f114r,Q1K1J1B1,A2|Ab,2,2,6,False,
f114r,D1A1K2B1,A2,2,3,6,False,
f114r,A1Q1K1J1B1,A2,2,1,8,False,
f114r,A2Q1A3,C1,2,4,13,False,
f114r,B1K1J1B1,A2|Ab,2,3,7,False,
f114r,A1Q1K1J1B1A3,B3|G1,2,0,1,False,
f114r,K1A3,F1|G1,2,7,23,True,Crocus
f114r,K1A1B1,A2,2,8,21,False,
f114r,A1A3,C1,2,6,17,False,
f114r,D1A1Q1K2B1,A2,2,7,22,False,
f114r,A1P1B1A3,G1,2,0,1,False,
f114r,A1Q1A1,B1|B2,2,12,19,True,Piper nigrum
f114r,A1K2B1,A2,2,0,3,False,
f114r,L1K2B1,A1|A2,2,4,11,False,
f114r,D1A1P1K1B1,A2|Ab,2,3,8,False,
f114r,A1P1A3,F3|G1,2,9,15,False,
f114r,A1B2K1J1B1,A2|Ab,2,0,3,False,
f114r,D1A1Q2J1,A2|B1,2,6,14,False,
f114r,Q2K1J1B1A3,F3|G1,2,1,2,False,
f114r,Q2A3,G1,2,7,22,False,
f114r,K1J1A1B1,A2,2,10,22,False,
f114r,K1A1Q2A3,B2|C1,2,2,12,False,
f114r,D1A1Q2,A2,2,4,15,False,
f114r,A2K1J1B1A3,C1,2,2,4,False,
f114r,A1Q1K2B1,A2,2,7,18,False,
f114r,A1C1A3,B2|F1,2,11,26,True,Crocus
f114r,K1J1Ba,A2,2,7,19,False,
f114r,D1A1K2B1A3,F1|G1,2,0,3,False,
f114r,Q2K1J1B1A1,B2,1,0,3,False,
f114r,B1A3F3A1,C2,1,0,1,False,
f114r,A1Q1A1B1,A2,1,2,3,False,
f114r,A2Q2M1,B1,1,2,4,False,
f114r,A1Q2K2A1B1,B2,1,2,3,False,
f114r,A1PdA3,G1,1,0,1,False,
f114r,A1Q1A3C1A1,B2,1,0,2,False,
f114r,B1K2B1A3,C1,1,0,1,False,
f114r,D1A1Q2K2B1B1,A2,1,0,1,False,
f114r,AaQ1J1Ba,A2,1,0,1,False,
f114r,A1Q1A1K2,A2,1,0,1,False,
f114r,A1A1,C1,1,0,2,False,
f114r,Q1M1,B1,1,1,6,False,
f114r,B2Q1M1B1A3,B3,1,0,1,False,
f114r,A2K1J1A1,B1,1,3,8,False,
f114r,P2B1K2K1B1,A2,1,0,1,False,
f114r,A1P1K1J1B1A3,G1,1,1,4,False,
f114r,A2P1K1J1B1,A2,1,2,3,False,
f114r,A1B1A3B2,A2,1,0,1,False,
f114r,D1A1,P1,1,6,22,True,Myrrha
f114r,K1J1A1Q1A3,G1,1,2,7,False,
f114r,P1A1B1A3,F3,1,0,1,False,
f114r,A1K1J1B1A3,B2,1,1,2,False,
f114r,B2Aa,G1,1,3,5,False,
f114r,B1K1B1A1,C2,1,0,1,False,
f114r,K2B1A1,B2,1,0,1,False,
f114r,K1B1A1,B2,1,2,6,False,
f114r,K1,A1,1,18,32,False,
f114r,A2Q1K2B1,A2,1,3,7,False,
f114r,A1Q1M1B1,A2,1,1,4,False,
f114r,K1J1B1A1,B2,1,2,3,False,
f114r,B1A3C1,Ab,1,2,5,False,
f114r,K1J1A1,B2,1,20,37,False,
f114r,B1Q1K1,C2,1,0,1,False,
f114r,K1B1J1B1,A2,1,0,1,False,
f114r,P2K1J1,A2,1,0,1,False,
f114r,A1Q2A3F3A3,C1,1,0,1,False,
f114r,A1P1K1J1A1,B2,1,0,4,False,
f114r,A1P2K1J1B1A3,G3,1,0,1,False,
f114r,A1T1,Ab,1,0,1,False,
f114r,B1K1J1A1,B1,1,5,9,False,
f114r,Q1A3B2B1A1B1,A2,1,0,1,False,
f114r,K1B1A3F3A1,B1,1,0,1,False,
f114r,A1Q1K1B1,A2,1,1,4,False,
f114r,K1B1A1B1A3,G1,1,0,1,False,
f114r,D1A1J1B1K2,A2,1,0,1,False,
f114r,K1J1B1A1B2A1,C2,1,0,1,False,
f114r,B1A3B2K1,A2,1,1,2,False,
f114r,Q1A1B2Q1,A2,1,0,1,False,
f114r,D1A1J1B1A3,G1,1,1,2,False,
f114r,B1A1B2A1,C2,1,0,1,False,
f114r,D1A1Q1K1B1,A2,1,3,9,False,
f114r,A1P2K1J1B1,A2,1,1,2,False,
f114r,Q2A1B2P1K1,A2,1,0,1,False,
f114r,K1A1T2B1,A2,1,0,1,False,
f114r,A1P1A3E1B2,A1,1,0,1,False,
f114r,A2Q1K1J1L1,B1,1,0,1,False,
f114r,A2Q1M1,A2,1,2,4,False,
f114r,Q2J1A1,C2,1,8,11,False,
f114r,B2A3,F3,1,3,11,False,
